hjd,camera,mag,mag_err,flux,flux_err
2457049.78107,bf,15.504,0.05119,2.795,0.132
2457774.83257,bh,15.999,0.08223,1.529,0.116
2457791.71126,bh,16.04,0.08464,1.472,0.115
2457768.80197,bh,16.18,0.09322,1.294,0.111
2458363.46673,bh,15.035,0.04123,3.715,0.141
2456882.46847,bf,15.942,0.07038,1.867,0.121
2457384.83389,bh,16.185,0.09354,1.288,0.111
2456876.54313,bf,15.714,0.05957,2.304,0.126
2458311.62727,bh,15.181,0.0456,3.247,0.136
2457426.81783,bh,16.167,0.0924,1.31,0.111
2457014.80903,bf,15.664,0.05744,2.414,0.128
2458198.77508,bh,15.144,0.04444,3.36,0.137
2458235.51476,bh,14.985,0.03987,3.89,0.143
2457435.8645,bh,15.971,0.08062,1.568,0.116
2457979.51878,bh,15.582,0.06084,2.244,0.126
2457478.75194,bh,15.367,0.05205,2.735,0.131
2457420.86267,bh,16.073,0.08661,1.428,0.114
2457974.53332,bh,15.897,0.07647,1.679,0.118
2458347.48954,bh,15.358,0.05171,2.759,0.131
2457181.49758,bf,15.394,0.04733,3.092,0.135
2456849.61578,bf,15.838,0.06526,2.054,0.123
2457833.89333,bh,16.002,0.0824,1.525,0.116
2457096.7167,bf,15.331,0.04528,3.276,0.136
2457166.58446,bf,15.088,0.03839,4.098,0.145
2456832.54509,bf,15.914,0.06892,1.918,0.122
2457893.77464,bh,15.016,0.04071,3.781,0.142
2458351.4907,bh,15.542,0.05909,2.328,0.127
2457158.56994,bf,15.177,0.04073,3.776,0.142
2457421.763,bh,16.351,0.1044,1.105,0.106
2457619.50641,bh,15.47,0.05608,2.488,0.128
2457830.79856,bh,15.849,0.07388,1.755,0.119
2457043.83076,bf,15.484,0.05043,2.848,0.132
2457944.52216,bh,15.43,0.05447,2.581,0.129
2457856.73515,bh,14.514,0.02992,6.0,0.165
2458224.53792,bh,15.493,0.05702,2.437,0.128
2458324.59222,bh,15.658,0.06431,2.093,0.124
2457871.57992,bh,14.863,0.03681,4.352,0.147
2457134.72301,bf,15.574,0.05384,2.62,0.13
2457409.77907,bh,16.0,0.08229,1.527,0.116
2457567.66277,bh,15.288,0.04918,2.943,0.133
2458314.61138,bh,15.175,0.04541,3.265,0.136
2458229.51906,bh,15.225,0.04703,3.119,0.135
2457076.75227,bf,15.708,0.05931,2.317,0.126
2458313.61927,bh,15.401,0.05334,2.651,0.13
2458336.55197,bh,14.968,0.03942,3.95,0.143
2457844.75141,bh,15.517,0.05803,2.383,0.127
2457914.47664,bh,15.121,0.04373,3.431,0.138
2457453.67881,bh,16.014,0.0831,1.508,0.115
2457602.55659,bh,15.22,0.04687,3.133,0.135
2457045.79765,bf,15.56,0.0533,2.655,0.13
2457568.61695,bh,15.668,0.06478,2.074,0.124
2457595.58536,bh,15.638,0.06338,2.132,0.124
2457100.82113,bf,14.772,0.03158,5.489,0.159
2458159.74065,bh,15.225,0.04703,3.117,0.135
2458158.81663,bh,15.419,0.05404,2.607,0.13
2457986.49819,bh,16.381,0.10642,1.075,0.105
2457834.83584,bh,15.885,0.07582,1.698,0.118
2457803.78334,bh,16.108,0.08874,1.382,0.113
2458238.67021,bh,15.345,0.05123,2.793,0.132
2458341.52617,bh,15.506,0.05756,2.408,0.128
2457754.83503,bh,14.842,0.03632,4.439,0.148
2457902.58212,bh,15.653,0.06408,2.103,0.124
2456839.54687,bf,15.747,0.06107,2.234,0.126
2457766.83352,bh,15.961,0.08005,1.584,0.117
2457996.47009,bh,16.141,0.09078,1.341,0.112
2457127.73238,bf,15.262,0.04313,3.496,0.139
2456809.58724,bf,15.686,0.05841,2.363,0.127
2457094.63345,bf,15.196,0.04123,3.715,0.141
2457187.55152,bf,15.292,0.04407,3.398,0.138
2456852.52961,bf,15.565,0.0535,2.642,0.13
2457017.8208,bf,15.494,0.05079,2.824,0.132
2458120.83355,bh,15.754,0.06897,1.916,0.122
2457862.73394,bh,14.306,0.02696,7.27,0.18
2457379.84781,bh,15.978,0.08102,1.559,0.116
2457466.7219,bh,16.31,0.10166,1.148,0.107
2458104.85836,bh,14.828,0.036,4.494,0.149
2457109.69716,bf,14.564,0.02826,6.642,0.173
2458329.57004,bh,14.955,0.03908,4.0,0.144
2457436.69124,bh,16.204,0.09475,1.265,0.11
2457161.64712,bf,15.372,0.04657,3.158,0.135
2457155.64079,bf,15.144,0.03984,3.893,0.143
2457398.82592,bh,16.071,0.08649,1.431,0.114
2457981.51613,bh,16.244,0.09733,1.22,0.109
2456894.48928,bf,15.844,0.06554,2.043,0.123
2458316.60579,bh,15.236,0.0474,3.087,0.135
2457457.91169,bh,16.129,0.09003,1.356,0.112
2458331.55505,bh,15.378,0.05246,2.71,0.131
2457071.76153,bf,15.472,0.05003,2.877,0.132
2457228.55856,bf,15.801,0.06352,2.125,0.124
2457943.61387,bh,15.401,0.05334,2.651,0.13
2457762.78814,bh,15.727,0.06763,1.964,0.122
2456848.52603,bf,15.502,0.05112,2.8,0.132
2457080.74635,bf,15.5,0.05105,2.805,0.132
2457626.48464,bh,15.018,0.04076,3.774,0.142
2457135.5641,bf,15.208,0.04157,3.673,0.14
2457470.60897,bh,15.721,0.06733,1.975,0.122
2457374.84547,bh,15.559,0.05983,2.292,0.126
2457785.72602,bh,15.219,0.04683,3.135,0.135
2457773.82868,bh,15.613,0.06223,2.181,0.125
2457255.48724,bh,15.439,0.05483,2.561,0.129
2457180.67109,bf,15.721,0.05992,2.289,0.126
2457465.78273,bh,16.29,0.10034,1.17,0.108
2457780.74017,bh,16.127,0.08991,1.359,0.112
2457959.58847,bh,16.163,0.09215,1.315,0.111
2457402.84381,bh,16.267,0.09882,1.194,0.109
2457869.79839,bh,15.089,0.04278,3.534,0.139
2457608.54321,bh,15.292,0.04932,2.933,0.133
2458322.59644,bh,15.051,0.04168,3.66,0.14
2457906.74162,bh,15.674,0.06507,2.061,0.123
2457053.79032,bf,15.352,0.04592,3.217,0.136
2457566.67036,bh,15.616,0.06237,2.176,0.125
2457874.78311,bh,14.644,0.03219,5.326,0.158
2457475.78968,bh,15.625,0.06278,2.157,0.125
2457190.4764,bf,15.466,0.04982,2.894,0.133
2457546.58471,bh,14.844,0.03636,4.427,0.148
2458108.84261,bh,14.943,0.03877,4.044,0.144
2457480.68672,bh,15.411,0.05373,2.627,0.13
2457199.49269,bf,15.487,0.05057,2.839,0.132
2457476.80341,bh,15.565,0.06009,2.279,0.126
2457069.76057,bf,15.406,0.04774,3.059,0.134
2457939.5797,bh,15.228,0.04713,3.11,0.135
2457388.82064,bh,16.047,0.08505,1.463,0.114
2457039.86756,bf,15.615,0.05547,2.523,0.129
2458319.61256,bh,15.142,0.04437,3.366,0.137
2457375.84204,bh,16.053,0.08541,1.454,0.114
2456829.5647,bf,15.948,0.07069,1.857,0.121
2458103.85222,bh,14.605,0.03147,5.518,0.16
2457890.776,bh,15.289,0.04922,2.94,0.133
2458309.63913,bh,15.092,0.04287,3.525,0.139
2457405.8177,bh,16.05,0.08523,1.459,0.114
2457446.83865,bh,15.956,0.07976,1.59,0.117
2457764.78018,bh,15.874,0.07522,1.715,0.119
2457431.86696,bh,16.349,0.10426,1.108,0.106
2457150.57639,bf,15.151,0.04003,3.869,0.142
2457479.78889,bh,15.471,0.05612,2.487,0.128
2457913.69878,bh,14.506,0.02979,6.044,0.166
2457558.66191,bh,15.632,0.0631,2.144,0.124
2458106.84989,bh,14.937,0.03862,4.064,0.144
2457903.68795,bh,15.62,0.06255,2.167,0.125
2457025.84565,bf,15.603,0.05499,2.55,0.129
2457534.75161,bh,15.865,0.07473,1.729,0.119
2457799.74034,bh,15.588,0.06111,2.231,0.125
2457882.65431,bh,15.557,0.05974,2.296,0.126
2457585.45409,bh,15.285,0.04908,2.952,0.133
2457002.84827,bf,15.378,0.0468,3.139,0.135
2458345.52408,bh,15.443,0.05499,2.552,0.129
2457899.6819,bh,15.581,0.0608,2.246,0.126
2456858.5026,bf,15.744,0.06093,2.241,0.126
2458202.8435,bh,15.033,0.04118,3.72,0.141
2457972.53693,bh,15.728,0.06768,1.961,0.122
2457846.58194,bh,15.815,0.07209,1.811,0.12
2458166.74682,bh,15.493,0.05702,2.436,0.128
2457207.62293,bf,15.257,0.04302,3.507,0.139
2457440.80933,bh,16.207,0.09494,1.262,0.11
2457126.79797,bf,15.17,0.04054,3.803,0.142
2458102.85775,bh,15.159,0.0449,3.313,0.137
2457783.73098,bh,15.644,0.06366,2.119,0.124
2458354.48368,bh,15.183,0.04566,3.24,0.136
2457067.68049,bf,15.689,0.05854,2.357,0.127
2457151.59828,bf,15.26,0.0431,3.497,0.139
2458119.81225,bh,15.459,0.05563,2.514,0.129
2457847.86032,bh,15.862,0.07457,1.734,0.119
2457389.82576,bh,16.317,0.10212,1.14,0.107
2457137.59302,bf,15.231,0.04226,3.595,0.14
2456872.50449,bf,16.008,0.07383,1.757,0.119
2457407.77538,bh,16.214,0.09539,1.254,0.11
2457004.83988,bf,16.048,0.07593,1.694,0.118
2457792.84753,bh,15.895,0.07636,1.682,0.118
2458356.4764,bh,15.003,0.04035,3.825,0.142
2457148.68894,bf,15.391,0.04723,3.1,0.135
2457894.74817,bh,15.459,0.05563,2.513,0.129
2457778.74408,bh,15.6,0.06165,2.208,0.125
2457854.58395,bh,15.839,0.07335,1.771,0.12
2457047.79033,bf,15.907,0.06862,1.927,0.122
2457816.82748,bh,15.358,0.05171,2.759,0.131
2457781.73968,bh,15.76,0.06927,1.906,0.121
2456851.52421,bf,15.6,0.05487,2.559,0.129
2457078.78383,bf,15.512,0.05145,2.777,0.131
2457787.80454,bh,15.39,0.05292,2.678,0.13
2457616.50978,bh,15.283,0.04901,2.957,0.133
2456796.62057,bf,16.115,0.07971,1.593,0.117
2457916.62324,bh,14.877,0.03714,4.295,0.147
2457451.81527,bh,16.133,0.09028,1.351,0.112
2458222.70676,bh,15.006,0.04043,3.814,0.142
2457415.8859,bh,15.909,0.07713,1.661,0.118
2457771.85102,bh,15.685,0.06559,2.042,0.123
2458182.64426,bh,15.211,0.04657,3.159,0.135
2457820.84042,bh,15.115,0.04355,3.45,0.138
2457887.74446,bh,16.406,0.10812,1.051,0.105
2457439.80985,bh,15.972,0.08067,1.567,0.116
