hjd,camera,mag,mag_err,flux,flux_err
2458125.86542,bg,13.371,0.02191,17.205,0.347
2458007.52195,bg,13.379,0.0219,17.077,0.344
2458209.68435,bg,13.267,0.02214,18.924,0.385
2458224.83245,bg,13.395,0.02188,16.822,0.339
2457534.78946,bg,13.301,0.02204,18.349,0.372
2458003.51187,bg,13.418,0.02186,16.468,0.331
2458229.8292,bg,13.358,0.02193,17.411,0.351
2458136.85232,bg,13.392,0.02188,16.871,0.34
2458139.84385,bg,13.373,0.02191,17.163,0.346
2458241.91748,bg,13.402,0.02187,16.718,0.336
2458340.58322,bg,13.347,0.02195,17.576,0.355
2458138.84408,bg,13.439,0.02185,16.159,0.325
2458213.7909,bg,13.434,0.02185,16.231,0.326
2457557.52593,bg,13.298,0.02205,18.391,0.373
2458331.66768,bg,13.335,0.02197,17.772,0.359
2457616.50893,bg,13.379,0.0219,17.069,0.344
2457834.73506,bg,13.318,0.022,18.065,0.366
2458227.86156,bg,13.403,0.02187,16.693,0.336
2457853.67069,bg,13.285,0.02209,18.62,0.378
2457781.82405,bg,13.388,0.02189,16.932,0.341
2457864.70488,bg,13.298,0.02205,18.402,0.373
2457836.80881,bg,13.309,0.02202,18.203,0.369
2458368.54844,bg,13.389,0.02189,16.918,0.341
2457606.5097,bg,13.387,0.02189,16.95,0.341
2458133.87327,bg,13.334,0.02197,17.789,0.36
2458200.83196,bg,13.304,0.02204,18.291,0.371
2457479.85994,bg,13.415,0.02186,16.51,0.332
2458342.62907,bg,13.367,0.02191,17.259,0.348
2458149.81833,bg,13.355,0.02193,17.448,0.352
2458137.84819,bg,13.372,0.02191,17.181,0.346
2457982.61222,bg,13.445,0.02185,16.072,0.323
2458332.65496,bg,13.367,0.02191,17.265,0.348
2457924.56791,bg,13.352,0.02194,17.5,0.353
2458336.64387,bg,13.4,0.02188,16.75,0.337
2457481.72158,bg,13.341,0.02196,17.683,0.357
2458217.79188,bg,13.426,0.02186,16.346,0.329
2457573.67977,bg,13.365,0.02192,17.289,0.349
2457845.8021,bg,13.251,0.02219,19.214,0.392
2458193.79583,bg,13.289,0.02208,18.557,0.377
2457801.80548,bg,13.281,0.0221,18.692,0.38
2458146.88101,bg,13.372,0.02191,17.178,0.346
2458196.80122,bg,13.32,0.022,18.022,0.365
2457805.84452,bg,13.296,0.02206,18.423,0.374
2457979.60659,bg,13.393,0.02188,16.862,0.339
2457953.6417,bg,13.401,0.02187,16.728,0.337
2458189.83288,bg,13.364,0.02192,17.312,0.349
2458350.59016,bg,13.296,0.02206,18.429,0.374
2458190.83999,bg,13.377,0.0219,17.105,0.345
2457457.73611,bg,13.421,0.02186,16.429,0.33
2457774.85562,bg,13.251,0.02219,19.211,0.392
2457951.70185,bg,13.389,0.02189,16.914,0.341
2458159.81708,bg,13.29,0.02207,18.526,0.376
2458356.55694,bg,13.425,0.02186,16.359,0.329
2457936.56006,bg,13.406,0.02187,16.654,0.335
2457600.57497,bg,13.307,0.02203,18.252,0.37
2457547.63927,bg,13.352,0.02194,17.496,0.353
2458245.80215,bg,13.44,0.02185,16.147,0.325
2458223.81761,bg,13.395,0.02188,16.83,0.339
2457933.63309,bg,13.323,0.02199,17.974,0.364
2457917.58803,bg,13.313,0.02202,18.14,0.367
2458001.49972,bg,13.421,0.02186,16.425,0.33
2457523.76478,bg,13.275,0.02211,18.796,0.382
2458182.72855,bg,13.264,0.02215,18.977,0.387
2458165.80154,bg,13.385,0.02189,16.973,0.342
2457585.6687,bg,13.302,0.02204,18.325,0.372
2457882.67982,bg,13.389,0.02189,16.916,0.341
2457851.78941,bg,13.345,0.02195,17.62,0.356
2458166.77477,bg,13.402,0.02187,16.721,0.336
2458187.78215,bg,13.247,0.0222,19.272,0.394
2458371.51451,bg,13.281,0.0221,18.681,0.38
2458174.76962,bg,13.363,0.02192,17.332,0.35
2458170.84766,bg,13.361,0.02192,17.36,0.35
2457647.51697,bg,13.391,0.02188,16.892,0.34
2457957.51265,bg,13.428,0.02186,16.319,0.328
2458185.78346,bg,13.359,0.02193,17.388,0.351
2457545.71378,bg,13.362,0.02192,17.341,0.35
2458191.81985,bg,13.314,0.02201,18.125,0.367
2457969.57704,bg,13.413,0.02186,16.554,0.333
2457785.83621,bg,13.364,0.02192,17.311,0.349
2457769.85675,bg,13.294,0.02206,18.47,0.375
2458141.83552,bg,13.431,0.02185,16.274,0.327
2457862.79701,bg,13.421,0.02186,16.43,0.33
2458192.80422,bg,13.294,0.02206,18.464,0.375
2458216.76276,bg,13.359,0.02193,17.389,0.351
2458199.87426,bg,13.335,0.02197,17.775,0.359
2457767.87264,bg,13.302,0.02204,18.335,0.372
2458212.79949,bg,13.437,0.02185,16.191,0.326
2457943.57383,bg,13.357,0.02193,17.429,0.352
2457644.49675,bg,13.431,0.02185,16.278,0.327
2458186.74347,bg,13.28,0.0221,18.71,0.38
2457778.83095,bg,13.317,0.02201,18.08,0.366
2457832.7208,bg,13.312,0.02202,18.166,0.368
2458157.8442,bg,13.338,0.02196,17.736,0.358
2458211.68674,bg,13.285,0.02209,18.623,0.378
2457787.80957,bg,13.409,0.02187,16.614,0.334
2458338.64507,bg,13.406,0.02187,16.648,0.335
2458214.65215,bg,13.33,0.02198,17.859,0.361
2457833.79535,bg,13.318,0.022,18.063,0.366
2457839.67439,bg,13.408,0.02187,16.63,0.335
