hjd,camera,mag,mag_err,flux,flux_err
2457856.68715,bg,15.033,0.03782,4.189,0.146
2457465.77265,bg,14.549,0.0285,6.54,0.171
2457738.78217,bg,15.88,0.06887,1.919,0.122
2458168.61847,bg,14.389,0.02642,7.576,0.184
2457559.6341,bf,15.367,0.054,2.611,0.13
2458212.60345,bf,14.975,0.04098,3.745,0.141
2457833.66831,be,14.371,0.0278,6.85,0.175
2457933.57553,bg,16.039,0.07724,1.657,0.118
2458198.5443,bg,15.182,0.04177,3.652,0.14
2457466.7698,be,14.595,0.03129,5.569,0.16
2457904.65685,bg,15.889,0.06932,1.904,0.121
2457902.63459,bf,15.321,0.05224,2.724,0.131
2458174.64439,bg,14.542,0.0284,6.58,0.172
2457723.82142,be,15.202,0.04628,3.184,0.136
2458190.77523,be,14.698,0.03323,5.066,0.155
2457933.57565,be,15.397,0.05319,2.661,0.13
2457771.7927,bf,13.989,0.02423,9.291,0.207
2457848.52167,be,14.555,0.0306,5.779,0.163
2457871.56622,bf,15.045,0.04299,3.511,0.139
2458189.8515,bf,14.615,0.0326,5.217,0.156
2458195.80488,bf,14.715,0.03463,4.758,0.152
2457894.68532,be,15.265,0.04838,3.006,0.134
2458180.70106,bg,14.713,0.03112,5.624,0.161
2457917.63338,bf,15.375,0.05431,2.591,0.129
2457777.69025,bg,13.964,0.02285,11.211,0.236
2457802.83184,be,13.618,0.02202,13.706,0.278
2457984.47662,bf,15.504,0.05966,2.301,0.126
2458193.7349,be,14.818,0.03577,4.538,0.149
2457732.79709,bg,15.955,0.07271,1.792,0.12
2457703.86272,bg,15.851,0.06743,1.97,0.122
2457823.63355,bf,13.94,0.02384,9.717,0.213
2457756.73421,be,14.769,0.03469,4.748,0.152
2458187.70089,be,14.688,0.03303,5.113,0.155
2457966.47468,be,15.441,0.05491,2.557,0.129
2457866.74068,bf,14.928,0.03971,3.911,0.143
2458332.47116,be,15.528,0.05849,2.358,0.127
2458173.80528,bg,14.568,0.02878,6.425,0.17
2458161.80955,bg,14.259,0.02504,8.543,0.197
2457461.84298,bg,14.559,0.02865,6.48,0.171
2458208.88553,bf,14.912,0.03929,3.969,0.143
2457916.61826,bg,15.954,0.07266,1.792,0.12
2458165.77292,be,14.197,0.0257,8.037,0.19
2458171.69983,be,14.299,0.02687,7.32,0.181
2457784.70892,bf,13.546,0.02198,13.97,0.282
2457465.77227,be,14.531,0.0302,5.908,0.164
2457832.81611,bf,14.109,0.02532,8.318,0.194
2457739.83388,bf,15.224,0.04873,2.978,0.134
2457461.8426,be,14.422,0.02852,6.534,0.171
2457827.7213,bg,14.205,0.02454,8.977,0.203
2458173.80853,bf,14.275,0.02721,7.139,0.179
2457803.73977,be,13.651,0.02211,13.294,0.27
2458301.57832,be,15.376,0.05239,2.714,0.131
2457952.56675,bf,15.457,0.05765,2.402,0.127
2458233.64052,be,15.232,0.04727,3.099,0.135
2458180.70069,be,14.605,0.03147,5.521,0.16
2457951.5202,bg,16.181,0.08541,1.455,0.114
2457811.77342,be,13.769,0.02252,11.926,0.247
2458088.82115,be,15.229,0.04717,3.105,0.135
2457481.66757,bf,14.604,0.03239,5.27,0.157
2458311.58529,bf,15.453,0.05748,2.412,0.128
2457451.74167,be,14.347,0.02748,6.998,0.177
2458301.6277,bf,15.39,0.05491,2.555,0.129
2457560.46883,be,15.34,0.05105,2.805,0.132
2457913.626,be,15.668,0.06478,2.073,0.124
2458187.70126,bg,14.885,0.03444,4.797,0.152
2458303.61706,bf,15.376,0.05435,2.588,0.129
2457853.79124,be,14.75,0.03429,4.831,0.152
2457555.52699,bg,16.077,0.07937,1.601,0.117
2458190.77561,bg,14.994,0.03688,4.339,0.147
2457864.79885,bf,14.915,0.03937,3.958,0.143
2457974.50454,bf,15.479,0.05858,2.355,0.127
2457836.72149,be,14.379,0.02791,6.796,0.175
2458091.8543,bf,15.14,0.04592,3.219,0.136
2457856.68683,be,14.923,0.03827,4.118,0.145
2457825.65907,bf,13.827,0.02308,10.786,0.229
2457750.75517,bg,15.357,0.04717,3.108,0.135
2458170.73837,be,14.373,0.02783,6.834,0.175
2457741.80162,be,15.064,0.04205,3.617,0.14
2457883.63999,be,15.152,0.04468,3.335,0.137
2458153.80629,be,14.16,0.02532,8.314,0.194
2457833.81922,bf,14.136,0.0256,8.109,0.191
2458314.53438,be,15.469,0.05604,2.49,0.128
2458321.46004,be,15.569,0.06027,2.272,0.126
2458097.85994,bf,15.747,99.99,1.125,0.386
2457813.68399,bf,13.687,0.0224,12.267,0.253
2458189.77216,be,14.643,0.03217,5.33,0.158
2458244.56259,be,15.159,0.0449,3.314,0.137
2458314.58506,bf,15.479,0.05858,2.354,0.127
2457846.74318,be,14.566,0.03079,5.72,0.162
2458192.7658,be,14.779,0.03491,4.701,0.151
2457904.65679,be,15.337,0.05094,2.812,0.132
2457437.68033,bf,14.303,0.02757,6.957,0.176
2458101.84379,bf,15.277,0.05061,2.835,0.132
2458244.58619,bf,15.355,0.05353,2.64,0.13
2457779.67764,be,13.85,0.02292,11.063,0.233
2457785.81986,bf,13.555,0.022,13.849,0.28
2457827.72092,be,14.084,0.0246,8.921,0.202
2457851.73963,bg,14.924,0.03528,4.629,0.15
2457890.69865,bf,15.172,0.04697,3.123,0.135
2458192.76618,bg,15.043,0.03807,4.147,0.145
2457939.55247,bf,15.369,0.05408,2.605,0.13
2457775.82708,bf,13.825,0.02307,10.799,0.229
2457534.65744,be,15.254,0.04801,3.035,0.134
2457804.88761,bf,13.443,0.02185,15.354,0.309
2458309.54579,be,15.205,0.04637,3.175,0.135
2457773.70955,bg,14.168,0.02423,9.292,0.207
2458188.85229,bf,14.663,0.03355,4.994,0.154
2457808.77381,be,13.71,0.02229,12.59,0.258
2458188.7478,bg,14.929,0.03539,4.609,0.15
2457780.80587,bf,13.645,0.02224,12.752,0.261
2457951.52043,be,15.305,0.04978,2.896,0.133
2457802.85954,bf,13.469,0.02187,14.995,0.302
2457806.678,bf,13.529,0.02195,14.19,0.287
2458310.59324,bf,15.432,0.05661,2.458,0.128
2457753.74163,bg,15.167,0.04134,3.701,0.141
2457710.84396,bg,15.985,0.07431,1.742,0.119
2458164.68223,bg,14.337,0.02583,7.951,0.189
2457781.72622,bf,13.667,0.02232,12.499,0.257
2458161.80921,be,14.209,0.02583,7.949,0.189
2457770.76336,be,14.175,0.02547,8.202,0.192
2457867.68638,be,14.873,0.03705,4.311,0.147
2457760.82111,bf,14.538,0.03119,5.604,0.161
2457831.6272,bg,14.327,0.02573,8.021,0.19
2458168.61811,be,14.266,0.02648,7.542,0.184
2457575.53122,bg,16.011,0.07571,1.701,0.118
2457728.81028,bg,15.882,0.06897,1.916,0.122
2458071.85967,be,15.413,0.05381,2.623,0.13
2457805.82938,bf,13.48,0.02188,14.84,0.299
2457774.80371,bf,13.889,0.02348,10.181,0.22
2458165.77327,bg,14.369,0.02619,7.717,0.186
2458207.71952,be,14.824,0.03591,4.513,0.149
2458074.84683,bg,16.294,0.09234,1.311,0.111
2458181.73819,bg,14.724,0.03131,5.568,0.16
2457894.68681,bg,15.643,0.05794,2.387,0.127
2457830.6242,bg,14.203,0.02452,8.995,0.203
2457948.55546,bf,15.62,0.06492,2.067,0.123
2457800.76528,bf,13.381,0.02185,16.254,0.327
2457840.67768,bg,14.602,0.02929,6.225,0.168
2457896.66012,be,15.146,0.0445,3.354,0.137
2457717.85689,be,15.233,0.0473,3.095,0.135
2458205.81623,bf,14.919,0.03947,3.944,0.143
2457915.64112,bf,15.406,0.05555,2.519,0.129
2457851.61055,bf,14.618,0.03266,5.202,0.156
2458119.79878,bf,14.317,0.02776,6.865,0.175
2457804.67968,be,13.645,0.02209,13.358,0.271
2457864.71922,be,14.993,0.04008,3.863,0.142
2457946.53271,bg,16.026,0.07653,1.677,0.118
2457808.82718,bf,13.565,0.02202,13.723,0.278
2458201.86877,bf,14.922,0.03955,3.932,0.143
2457573.61436,bf,15.476,0.05845,2.361,0.127
2457834.70188,bg,14.399,0.02654,7.508,0.183
2458110.82269,bf,14.879,0.03844,4.092,0.145
2457728.81031,be,15.326,0.05054,2.84,0.132
2457774.69507,be,14.042,0.02424,9.274,0.207
2458164.67382,bf,14.07,0.02494,8.621,0.198
2457751.79651,bf,14.912,0.03929,3.97,0.144
2457797.7638,be,13.609,0.022,13.817,0.28
2458324.4959,be,15.498,0.05723,2.426,0.128
2457806.6865,bg,13.737,0.022,13.812,0.28
2458164.68188,be,14.201,0.02575,8.007,0.19
2458185.74281,bg,14.909,0.03495,4.693,0.151
2457567.57979,bg,15.833,0.06655,2.004,0.123
2457790.68094,bg,13.645,0.02187,15.037,0.303
2458192.84912,bf,14.706,0.03444,4.798,0.152
2457773.7093,be,14.122,0.02495,8.61,0.198
2457710.8441,be,15.208,0.04647,3.168,0.135
2457779.79426,bf,13.693,0.02242,12.203,0.252
2457864.71951,bg,15.252,0.04382,3.424,0.138
2457567.57991,be,15.221,0.0469,3.13,0.135
2458171.65797,bf,14.197,0.02627,7.668,0.185
2457477.6134,bf,14.558,0.03154,5.499,0.16
2457447.82002,be,14.467,0.02918,6.268,0.168
2458190.84413,bf,14.625,0.0328,5.172,0.156
2457704.86322,bg,16.064,0.07863,1.621,0.117
2458185.74243,be,14.657,0.03243,5.26,0.157
2457745.84861,bf,15.003,0.04177,3.651,0.14
2458195.7293,be,14.867,0.0369,4.336,0.147
2458220.80856,bf,15.082,0.0441,3.393,0.138
2458122.7592,be,14.371,0.0278,6.846,0.175
2458102.8225,bg,15.785,0.06426,2.094,0.124
2457893.7092,bf,15.133,0.04569,3.237,0.136
2457486.69743,be,14.731,0.03389,4.914,0.153
2458158.85354,be,14.143,0.02515,8.451,0.196
2458240.74598,be,15.223,0.04697,3.123,0.135
2457738.78213,be,15.255,0.04804,3.034,0.134
2457777.68998,be,13.951,0.02355,10.082,0.218
2457575.53139,be,15.409,0.05365,2.631,0.13
2457889.69468,be,15.247,0.04777,3.057,0.134
2457833.66868,bg,14.379,0.0263,7.646,0.185
2458211.77357,be,14.972,0.03953,3.935,0.143
2457946.59163,bf,15.392,0.05499,2.552,0.129
2458157.80673,bf,14.01,0.0244,9.11,0.205
2458191.72924,bg,14.977,0.03648,4.408,0.148
2457914.63292,be,15.487,0.05677,2.449,0.128
2457791.82709,bg,13.605,0.02185,15.6,0.314
2458162.68687,bf,14.042,0.02468,8.846,0.201
2458174.77683,bf,14.271,0.02716,7.162,0.179
2457486.69777,bg,14.981,0.03657,4.393,0.148
2457945.48056,bf,15.403,0.05543,2.525,0.129
2458214.77126,be,14.957,0.03913,3.993,0.144
2457719.85834,be,15.056,0.04183,3.643,0.14
2458316.52083,be,15.532,0.05866,2.351,0.127
2458187.76301,bf,14.565,0.03167,5.464,0.159
2458226.78462,be,15.171,0.04528,3.278,0.137
2457749.81176,bf,14.916,0.03939,3.955,0.143
2457845.74204,bf,14.547,0.03135,5.555,0.16
2457877.58427,be,15.15,0.04462,3.343,0.137
2457936.62533,bf,15.396,0.05515,2.542,0.129
2458199.74543,bf,14.782,0.03611,4.476,0.149
2458180.81392,bf,14.482,0.03023,5.896,0.164
2457971.5115,bf,15.431,0.05657,2.461,0.128
2458226.83058,bf,15.274,0.0505,2.843,0.132
2457789.82247,bg,13.662,0.02189,14.803,0.298
2458179.67184,bg,14.776,0.03226,5.304,0.157
2458096.81946,be,15.22,0.04687,3.134,0.135
2458072.85661,be,15.472,0.05616,2.483,0.128
2457735.8438,bf,15.276,0.05057,2.839,0.132
2458310.53851,be,15.316,0.05018,2.867,0.132
2457756.78734,bf,14.678,0.03385,4.926,0.153
2457786.74426,be,13.634,0.02206,13.505,0.274
2457555.52703,be,15.226,0.04707,3.115,0.135
2457850.79796,bf,14.597,0.03226,5.306,0.157
2457838.57018,bf,14.252,0.02692,7.288,0.181
2457958.50193,be,15.517,0.05803,2.382,0.127
2458210.70643,bf,15.134,0.04573,3.235,0.136
2458199.66873,be,14.835,0.03616,4.467,0.149
2458108.82885,bf,14.857,0.03789,4.177,0.146
2458153.80661,bg,14.219,0.02466,8.859,0.201
2458306.55289,be,15.355,0.0516,2.766,0.131
2457959.55477,bf,15.566,0.06242,2.173,0.125
2457790.68061,be,13.655,0.02212,13.245,0.27
2457476.84614,bf,14.553,0.03145,5.523,0.16
2457840.6783,be,14.415,0.02841,6.578,0.172
2457609.48591,bf,15.617,0.06478,2.073,0.124
2458159.74996,bg,14.266,0.0251,8.489,0.196
2457876.54827,bf,15.077,0.04395,3.411,0.138
2457792.64454,bg,13.613,0.02185,15.489,0.311
2457756.73437,bg,15.043,0.03807,4.147,0.145
2457468.67023,be,14.602,0.03142,5.533,0.16
2457783.66142,be,13.828,0.02281,11.286,0.237
2458183.73223,be,14.516,0.02995,5.991,0.165
2457958.50167,bg,16.007,0.07549,1.707,0.119
2458194.73464,bg,15.085,0.03913,3.992,0.144
2457899.68447,bf,15.149,0.04621,3.191,0.136
2458088.82109,bg,15.98,0.07404,1.751,0.119
2457913.62601,bg,15.807,0.0653,2.052,0.123
2457789.82215,be,13.644,0.02209,13.381,0.272
2458175.64731,bf,14.27,0.02715,7.17,0.179
2458191.72886,be,14.714,0.03355,4.994,0.154
2458313.57754,bf,15.418,0.05604,2.49,0.128
2457548.70935,bf,15.4,0.05531,2.532,0.129
2458224.79006,be,15.201,0.04624,3.188,0.136
2457743.82927,bf,15.071,0.04376,3.429,0.138
2458208.76821,be,14.882,0.03726,4.278,0.147
2457470.69229,be,14.59,0.0312,5.597,0.161
2458167.60441,bg,14.363,0.02612,7.76,0.186
2458163.67384,bf,14.089,0.02512,8.47,0.196
2457802.8322,bg,13.664,0.02189,14.775,0.298
2457923.53348,bg,15.996,0.0749,1.725,0.119
2458198.54393,be,14.832,0.03609,4.48,0.149
2457566.56978,bf,15.453,0.05748,2.411,0.128
2457782.79324,bf,13.595,0.02209,13.349,0.271
2457792.86158,bf,13.435,0.02185,15.464,0.311
2457778.76872,bf,13.752,0.02268,11.551,0.241
2457466.77017,bg,14.704,0.03096,5.672,0.162
2457883.64018,bg,15.538,0.05369,2.63,0.13
2458227.77731,be,14.885,0.03733,4.265,0.146
2457457.63792,bg,14.537,0.02833,6.611,0.172
2457779.67792,bg,13.905,0.02256,11.836,0.246
2458202.62311,bf,14.895,0.03885,4.034,0.144
2458211.7165,bf,15.056,0.04331,3.476,0.139
2458209.82463,be,15.001,0.0403,3.832,0.142
2457834.70151,be,14.269,0.02651,7.519,0.183
2458216.70471,be,14.878,0.03716,4.292,0.147
2457795.72731,be,13.648,0.0221,13.331,0.271
2457767.73007,be,14.241,0.02619,7.717,0.186
2457774.69532,bg,14.088,0.02361,9.994,0.217
2457889.69484,bg,15.775,0.0638,2.114,0.124
2457914.63291,bg,15.907,0.07023,1.871,0.121
2458123.82888,be,14.322,0.02716,7.161,0.179
2457906.54516,be,15.192,0.04595,3.216,0.136
2457832.66188,bg,14.346,0.02593,7.88,0.188
2458202.83415,be,14.96,0.03921,3.982,0.144
2457872.51918,bf,15.056,0.04331,3.477,0.139
2457816.80966,bg,13.939,0.02272,11.474,0.24
2457772.79308,bg,14.196,0.02446,9.047,0.204
2458170.84457,bf,14.21,0.02642,7.574,0.184
2458172.68387,bf,14.268,0.02712,7.185,0.179
2457880.68304,be,15.035,0.04123,3.716,0.141
2457753.7415,be,14.763,0.03456,4.771,0.152
2458329.46244,be,15.383,0.05265,2.696,0.131
2458096.81944,bg,15.883,0.06902,1.914,0.122
2457559.59567,bg,15.788,0.06441,2.089,0.124
2458223.7568,be,15.216,0.04673,3.144,0.135
2457839.58651,bf,14.293,0.02744,7.018,0.177
2457838.72829,bg,14.581,0.02897,6.35,0.169
2457763.72252,be,14.53,0.03018,5.913,0.164
2458175.81157,bg,14.579,0.02894,6.36,0.169
2457772.79284,be,14.05,0.02431,9.203,0.206
2458186.75161,bf,14.601,0.03234,5.285,0.157
2458189.77254,bg,14.934,0.0355,4.586,0.15
2458071.8595,bg,16.28,99.99,0.626,0.236
2458153.71085,bf,14.08,0.02504,8.543,0.197
2457475.55872,be,14.618,0.03171,5.454,0.159
2457787.72749,bf,13.513,0.02192,14.395,0.29
2457750.75505,be,14.918,0.03814,4.135,0.145
2458312.57748,bf,15.501,0.05953,2.307,0.126
2457470.69266,bg,14.812,0.03295,5.131,0.156
2457846.74352,bg,14.861,0.03394,4.904,0.153
2457619.47307,bf,15.691,0.06837,1.937,0.122
2457767.75556,bf,14.139,0.02563,8.089,0.191
2457822.5969,be,14.053,0.02433,9.174,0.205
2457903.69451,bf,15.221,0.04863,2.986,0.134
2458305.55667,be,15.498,0.05723,2.425,0.128
2457437.67266,be,14.471,0.02924,6.242,0.168
2457851.73929,be,14.728,0.03383,4.93,0.153
2458102.82246,be,15.03,0.04109,3.731,0.141
2457447.8204,bg,14.496,0.02776,6.867,0.175
2458206.68929,bf,14.859,0.03794,4.168,0.146
2458230.78987,bf,15.174,0.04703,3.119,0.135
2458181.71053,bf,14.408,0.02906,6.314,0.169
2458179.67147,be,14.582,0.03106,5.64,0.161
2458241.48601,be,15.202,0.04628,3.186,0.136
2458174.64402,be,14.355,0.02759,6.947,0.176
2458326.48477,be,15.354,0.05156,2.769,0.131
2458241.7951,bf,15.41,0.05571,2.508,0.129
2458163.65338,bg,14.365,0.02614,7.745,0.186
2457560.4733,bf,15.504,0.05966,2.301,0.126
2458158.69766,bf,14.05,0.02476,8.784,0.2
2457969.4638,bg,16.241,0.08905,1.377,0.113
2458182.72514,bf,14.474,0.0301,5.943,0.165
2458215.75873,be,15.127,0.04392,3.414,0.138
2457777.7273,bf,13.77,0.02277,11.368,0.238
2457766.70834,bg,14.561,0.02868,6.469,0.171
2458160.70724,be,14.136,0.02508,8.5,0.196
2457761.74242,be,14.602,0.03142,5.536,0.16
2458159.74963,be,14.113,0.02487,8.681,0.199
2457837.79025,bf,14.259,0.02701,7.245,0.18
2457787.70221,bg,13.66,0.02188,14.831,0.299
2457781.66532,bg,13.86,0.02237,12.336,0.254
2457766.70813,be,14.421,0.0285,6.538,0.171
2457941.55208,be,14.325,99.99,4.934,1.428
2458188.74743,be,14.695,0.03317,5.081,0.155
2458183.73261,bg,14.793,0.03258,5.224,0.157
2458186.72059,be,14.507,0.02981,6.041,0.166
2457838.72793,be,14.371,0.0278,6.845,0.175
2457439.6307,be,14.45,0.02893,6.367,0.169
2457844.74508,bg,14.763,0.03202,5.371,0.158
2457451.74205,bg,14.461,0.0273,7.09,0.178
2457764.76372,bf,14.3,0.02754,6.972,0.177
2457980.48694,bf,15.572,0.06269,2.161,0.125
2458222.79136,be,15.14,0.04431,3.372,0.137
2458175.8112,be,14.407,0.0283,6.624,0.172
2457858.61319,bf,14.719,0.03471,4.739,0.151
2458196.8236,bf,14.731,0.03497,4.687,0.151
2458196.69781,bg,15.139,0.04057,3.796,0.142
2457821.86803,be,14.078,0.02455,8.97,0.203
2457808.77418,bg,13.749,0.02203,13.664,0.277
2457968.52603,bf,15.457,0.05765,2.404,0.128
2457816.80928,be,13.868,0.02302,10.883,0.231
2458165.79477,bf,14.098,0.02521,8.404,0.195
2458229.74103,be,15.077,0.04243,3.573,0.139
2457602.51887,bf,15.589,0.06347,2.127,0.124
2457784.73343,be,13.724,0.02234,12.422,0.255
2457447.82773,bf,14.253,0.02693,7.283,0.18
2457720.83132,be,15.217,0.04677,3.142,0.135
2457560.46875,bg,15.83,0.06641,2.009,0.123
2458306.61151,bf,15.419,0.05608,2.489,0.128
2457942.50148,be,15.602,0.06174,2.204,0.125
2457862.75835,be,14.867,0.0369,4.338,0.147
2457870.5664,bf,15.044,0.04296,3.516,0.139
2457481.76263,be,14.73,0.03387,4.918,0.153
2457848.52202,bg,14.828,0.03327,5.059,0.155
2458193.83368,bf,14.665,0.03359,4.982,0.154
2457481.76298,bg,14.971,0.03634,4.433,0.148
2457457.63754,be,14.373,0.02783,6.836,0.175
2457475.55908,bg,14.814,0.03299,5.123,0.155
2458170.73872,bg,14.499,0.0278,6.845,0.175
2457829.68206,bg,14.278,0.02522,8.39,0.195
2457873.63659,be,15.006,0.04043,3.816,0.142
2458121.74084,bg,14.473,0.02746,7.014,0.177
2458209.6802,bf,14.965,0.04071,3.779,0.142
2458206.76965,be,14.901,0.03772,4.202,0.146
2457799.79267,bg,13.576,0.02185,16.017,0.322
2457832.66151,be,14.345,0.02746,7.011,0.177
2457720.83124,bg,16.044,0.07752,1.649,0.118
2457590.55832,bf,15.39,0.05491,2.555,0.129
2457732.85743,bf,15.258,0.04993,2.886,0.133
2457844.74473,be,14.543,0.0304,5.843,0.163
2457869.76884,bf,14.988,0.04134,3.701,0.141
2457829.73451,bf,14.067,0.02491,8.642,0.198
2458160.70758,bg,14.281,0.02525,8.368,0.194
2457754.79309,bf,14.835,0.03736,4.263,0.147
2457894.73514,bf,15.308,0.05175,2.756,0.131
2457799.79232,be,13.613,0.02201,13.76,0.279
2458119.74634,be,14.387,0.02802,6.748,0.174
2458160.75244,bf,14.063,0.02488,8.678,0.199
2457781.66503,be,13.843,0.02289,11.131,0.234
2457703.8629,be,15.367,0.05205,2.736,0.131
2458195.72968,bg,15.088,0.03921,3.98,0.144
2457457.65306,bf,14.207,0.02638,7.596,0.184
2457763.72272,bg,14.582,0.02899,6.345,0.169
2458236.47385,bf,15.306,0.05168,2.762,0.131
2457873.49168,bf,14.993,0.04149,3.682,0.141
2458334.51851,bf,15.555,0.06192,2.194,0.125
2457835.83337,bf,14.234,0.0267,7.412,0.182
2458245.6533,be,15.15,0.04462,3.342,0.137
2457966.47439,bg,16.198,0.08643,1.432,0.114
2457706.86122,be,15.441,99.99,1.613,0.511
2458217.74365,be,15.083,0.0426,3.552,0.139
2458119.74648,bg,14.487,0.02764,6.924,0.176
2458342.49001,bf,15.658,0.06675,1.996,0.123
2458210.79667,be,15.235,0.04737,3.091,0.135
2458233.63695,bf,15.237,0.04918,2.943,0.133
2457916.61827,be,15.313,0.05007,2.877,0.133
2457890.52271,bg,15.633,0.05752,2.409,0.127
2457773.80007,bf,13.901,0.02356,10.07,0.218
2457942.5013,bg,15.946,0.07224,1.806,0.12
2458339.50839,bf,15.501,0.05953,2.307,0.126
2458181.73782,be,14.697,0.03321,5.073,0.155
2457763.7912,bf,14.381,0.02866,6.472,0.171
2457791.82676,be,13.614,0.02202,13.747,0.278
2457830.62383,be,14.239,0.02616,7.735,0.186
2457836.84645,bf,14.228,0.02663,7.454,0.183
2458116.76778,bg,14.818,0.03307,5.106,0.155
2457880.68324,bg,15.531,0.05342,2.646,0.13
2458186.72097,bg,14.866,0.03404,4.882,0.153
2457961.51235,bf,15.534,0.06098,2.237,0.125
2457761.74261,bg,14.789,0.03251,5.244,0.157
2458198.82973,bf,14.809,0.03674,4.365,0.148
2458217.67024,bf,15.091,0.04437,3.366,0.137
2458204.71427,be,14.913,0.03802,4.157,0.145
2457969.4641,be,15.399,0.05326,2.656,0.13
2458105.78917,be,15.29,0.04925,2.937,0.133
2457717.85679,bg,15.874,99.99,1.273,0.343
2458236.57356,be,14.998,0.04022,3.845,0.142
2458194.73426,be,14.837,0.0362,4.46,0.149
2458074.84699,be,15.337,0.05094,2.811,0.132
2457591.47084,be,15.382,0.05261,2.699,0.131
2457896.66024,bg,15.713,0.06098,2.239,0.126
2458171.7002,bg,14.472,0.02744,7.018,0.177
2458191.84738,bf,14.715,0.03463,4.757,0.152
2457747.76216,bg,15.378,0.04787,3.047,0.134
2458243.68756,bf,15.356,0.05357,2.638,0.13
2458224.82785,bf,15.174,0.04703,3.117,0.135
2457846.80072,bf,14.523,0.03092,5.681,0.162
2458200.81647,bf,14.821,0.03702,4.317,0.147
2457441.66943,bf,14.267,0.02711,7.187,0.179
2457804.68004,bg,13.638,0.02186,15.126,0.304
2458121.7391,be,14.263,0.02644,7.563,0.184
2458163.65303,be,14.283,0.02668,7.429,0.182
2458173.80491,be,14.432,0.02866,6.475,0.171
2458225.83099,bf,15.222,0.04866,2.983,0.134
2458117.80622,bf,14.446,0.02965,6.099,0.166
2457784.73373,bg,13.761,0.02206,13.508,0.274
2458336.51514,bf,15.569,0.06255,2.168,0.125
2457719.85825,bg,15.91,0.07038,1.867,0.121
2457606.50045,bf,15.637,0.06573,2.035,0.123
2458212.59165,be,14.994,0.04011,3.857,0.142
2458183.66051,bf,14.487,0.03031,5.873,0.164
2457923.53354,be,15.326,0.05054,2.841,0.132
2458158.85387,bg,14.251,0.02496,8.606,0.198
2458322.55364,bf,15.407,0.05559,2.516,0.129
2457873.63683,bg,15.36,0.04727,3.098,0.135
2457787.7019,be,13.652,0.02211,13.282,0.27
2458308.55675,be,15.354,0.05156,2.77,0.131
2457944.59985,bf,15.435,0.05673,2.453,0.128
2458167.60405,be,14.335,0.02733,7.08,0.178
2457747.76207,be,14.898,0.03765,4.216,0.146
2458159.74544,bf,14.043,0.02469,8.84,0.201
2457937.53928,be,15.278,0.04883,2.969,0.133
2457770.76359,bg,14.316,0.02561,8.106,0.191
2458178.68403,bf,14.343,0.02812,6.705,0.173
2457829.68168,be,14.214,0.02589,7.912,0.188
2457946.53291,be,15.133,0.0441,3.395,0.138
2457867.68666,bg,15.305,0.04547,3.259,0.136
