hjd,camera,mag,mag_err,flux,flux_err
2457486.70541,be,13.026,0.0234,23.629,0.509
2458161.66423,be,13.345,0.02195,17.62,0.356
2457717.75999,bg,13.222,0.02235,19.985,0.411
2457851.70553,bg,12.896,0.02,26.993,0.497
2457870.56112,be,12.535,0.02,37.152,0.684
2458303.45151,be,11.763,0.02,75.629,1.392
2458204.72283,be,12.583,0.02,35.54,0.654
2458173.78453,bg,13.087,0.02307,22.623,0.48
2458263.57224,be,11.633,0.02,85.23,1.568
2457666.85918,bg,12.301,0.02,46.691,0.859
2458158.6481,be,13.382,0.02189,17.019,0.343
2457828.71764,be,13.206,0.02236,20.024,0.412
2457444.68167,be,13.735,0.02238,12.295,0.253
2458243.60333,bg,11.962,0.02,63.804,1.174
2458174.60487,be,13.041,0.02329,23.313,0.5
2458233.5163,be,12.217,0.02,49.775,0.916
2458166.61895,be,13.208,0.02235,19.988,0.411
2457446.64315,be,13.714,0.02231,12.538,0.257
2457746.7235,be,13.658,0.02213,13.208,0.269
2458236.55298,be,12.124,0.02,54.239,0.998
2457710.75896,bg,13.128,0.02281,21.788,0.457
2458213.68138,bg,12.46,0.02,40.338,0.742
2457435.84746,be,13.796,0.02265,11.631,0.242
2458211.65877,bg,12.485,0.02,39.394,0.725
2457468.62995,bg,13.296,0.02209,18.671,0.38
2457833.64178,be,13.175,0.02249,20.603,0.426
2457901.56722,be,11.872,0.02,68.403,1.259
2457839.58295,be,13.051,0.02322,23.089,0.493
2457911.46346,be,11.759,0.02,75.922,1.397
2458090.75767,bg,13.633,0.02203,13.689,0.277
2458161.66456,bg,13.329,0.02201,18.118,0.367
2457434.84816,be,13.844,0.02289,11.126,0.234
2457794.52256,be,13.72,0.02233,12.475,0.256
2457767.78717,be,13.794,0.02264,11.651,0.243
2458241.63229,bg,12.012,0.02,60.891,1.12
2458094.79012,be,13.625,0.02204,13.614,0.276
2458191.77976,be,12.727,0.02,31.135,0.573
2458018.89072,bg,12.499,0.02,38.896,0.716
2457759.62864,bg,13.836,0.02278,11.351,0.238
2457816.61896,be,13.456,0.02185,15.9,0.32
2458048.82824,bg,13.018,0.02358,24.113,0.523
2458212.63916,be,12.48,0.02,39.06,0.719
2457876.46128,be,12.384,0.02,42.677,0.785
2457741.7137,be,13.562,0.02192,14.42,0.291
2457771.59973,be,13.938,0.02346,10.204,0.22
2457559.49437,be,11.551,0.02,91.955,1.692
2457867.65152,be,12.604,0.02,34.865,0.642
2458190.78491,bg,12.736,0.02,31.26,0.575
2458210.68391,bg,12.517,0.02,38.273,0.704
2457743.75027,bg,13.685,0.02216,13.045,0.266
2457889.60151,be,12.081,0.02,56.413,1.038
2457691.81259,bg,12.745,0.02,31.009,0.571
2458011.90759,bg,12.42,0.02,41.822,0.77
2458031.85929,be,12.739,0.02,30.771,0.566
2457477.73291,bg,13.169,0.02259,20.986,0.436
2457478.6826,bg,13.137,0.02276,21.612,0.453
2457870.56122,bg,12.543,0.02,37.355,0.687
2457722.74805,bg,13.342,0.02198,17.898,0.362
2458179.76356,be,12.98,0.02,24.651,0.454
2457726.76632,be,13.438,0.02185,16.163,0.325
2457831.59631,be,13.196,0.0224,20.214,0.417
2457729.83208,be,13.422,0.02186,16.406,0.33
2457917.51041,be,11.653,0.02,83.687,1.54
2457855.58052,be,12.84,0.02,28.04,0.516
2458200.74192,be,12.629,0.02,34.063,0.627
2458090.75757,be,13.578,0.02195,14.217,0.287
2457905.55309,be,11.831,0.02,71.031,1.307
2458238.60915,bg,12.094,0.02,56.484,1.039
2458097.79967,be,13.656,0.02212,13.224,0.269
2457820.74861,be,13.378,0.0219,17.083,0.344
2457826.64409,be,13.285,0.02209,18.609,0.378
2458192.77917,bg,12.745,0.02,30.998,0.57
2458036.8654,bg,12.802,0.02,29.422,0.541
2458044.83142,bg,12.946,0.02,25.772,0.474
2457555.46451,bg,11.614,0.02,87.866,1.617
2458111.78246,bg,13.741,0.02235,12.395,0.255
2458163.6017,be,13.286,0.02208,18.593,0.378
2458046.82907,be,12.98,0.02,24.644,0.453
2457797.54496,bg,13.763,0.02244,12.141,0.251
2458037.86606,bg,12.827,0.02,28.749,0.529
2457764.68455,be,13.804,0.02269,11.544,0.241
2458180.80574,be,12.899,0.02,26.564,0.489
2457895.57495,be,11.944,0.02,64.036,1.178
2458241.63222,be,12.022,0.02,59.562,1.096
2458164.68096,be,13.222,0.02229,19.73,0.405
2458193.77813,be,12.726,0.02,31.158,0.573
2457917.51025,bg,11.641,0.02,85.723,1.577
2457890.52419,bg,12.079,0.02,57.289,1.054
2457751.6393,be,13.641,0.02208,13.417,0.273
2458094.79024,bg,13.69,0.02218,12.993,0.265
2458238.60907,be,12.062,0.02,57.417,1.056
2458111.78226,be,13.767,0.02252,11.938,0.247
2458243.60327,be,12.007,0.02,60.395,1.111
2457728.7835,be,13.521,0.02187,14.976,0.301
2458185.54913,be,12.848,0.02,27.845,0.512
2457699.79675,bg,12.882,0.02,27.327,0.503
2457457.66284,be,13.489,0.02185,15.423,0.31
2457800.74102,bg,13.717,0.02227,12.667,0.259
2457420.64181,bg,13.868,0.02295,11.018,0.233
2458056.82752,bg,13.165,0.02261,21.066,0.438
2457439.59803,be,13.78,0.02257,11.801,0.245
2457848.69463,be,12.93,0.02,25.822,0.475
2458052.81321,bg,13.084,0.02309,22.695,0.482
2457444.68199,bg,13.782,0.02252,11.928,0.247
2457696.78616,bg,12.818,0.02,28.999,0.534
2457781.73806,be,13.812,0.02272,11.454,0.239
2458077.79352,bg,13.468,0.02185,15.932,0.32
2458202.74815,bg,12.6,0.02,35.428,0.652
2457848.69483,bg,12.93,0.02,26.154,0.481
2457659.88568,be,12.255,0.02,48.087,0.885
2458197.76695,bg,12.673,0.02,33.149,0.61
2457851.70534,be,12.84,0.02,28.043,0.516
2457910.46085,bg,11.692,0.02,81.774,1.505
2457846.72058,be,12.919,0.02,26.085,0.48
2458208.56174,bg,12.488,0.02,39.294,0.723
2457774.69094,bg,13.901,0.02314,10.695,0.228
2457686.8327,be,12.621,0.02,34.302,0.631
2457756.71186,be,13.946,0.02352,10.125,0.219
2457446.64346,bg,13.722,0.02228,12.606,0.258
2457760.77209,bg,13.859,0.0229,11.113,0.234
2457901.56714,bg,11.847,0.02,70.919,1.305
2458055.80367,bg,13.127,0.02282,21.822,0.458
2457896.4907,bg,11.991,0.02,62.124,1.143
2457771.60002,bg,13.892,0.02308,10.782,0.229
2457666.85939,be,12.292,0.02,46.447,0.855
2457429.86316,be,13.859,0.02297,10.974,0.232
2458199.73108,be,12.644,0.02,33.589,0.618
2457689.80733,be,12.689,0.02,32.231,0.593
2458196.76785,bg,12.675,0.02,33.076,0.609
2458198.75536,be,12.668,0.02,32.864,0.605
2458047.82552,bg,12.994,0.02,24.666,0.454
2457790.69614,bg,13.834,0.02276,11.374,0.238
2457781.73837,bg,13.919,0.02325,10.519,0.225
2458053.81019,be,13.092,0.02295,22.243,0.47
2457717.75994,be,13.258,0.02217,19.078,0.389
2458196.76758,be,12.686,0.02,32.325,0.595
2457889.6015,bg,12.142,0.02,54.049,0.994
2458179.76387,bg,13.01,0.02,24.305,0.447
2457753.80099,be,13.747,0.02243,12.16,0.251
2458071.78136,bg,13.384,0.02191,17.211,0.347
2457806.8355,bg,13.604,0.02197,14.058,0.284
2458213.68118,be,12.453,0.02,40.065,0.737
2457696.78622,be,12.837,0.02,28.117,0.517
2457710.75895,be,13.101,0.02289,22.05,0.464
2458208.56151,be,12.502,0.02,38.292,0.705
2458161.66551,be,13.61,0.02201,13.803,0.279
2458158.64843,bg,13.414,0.02188,16.754,0.337
2457461.73479,be,13.385,0.02189,16.985,0.342
2458200.74216,bg,12.632,0.02,34.397,0.633
2458207.73978,bg,12.478,0.02,39.65,0.73
2457801.6303,bg,13.689,0.02218,12.998,0.265
2458071.78137,be,13.384,0.02189,16.993,0.342
2457774.69065,be,13.847,0.02291,11.095,0.234
2458235.66046,be,12.131,0.02,53.878,0.991
2457757.78358,bg,13.82,0.0227,11.518,0.24
2458073.79575,be,13.439,0.02185,16.152,0.325
2458186.71481,be,12.836,0.02,28.151,0.518
2457939.44787,be,11.87,0.02,68.527,1.261
2458105.83106,be,13.85,0.02292,11.064,0.233
2457882.5855,be,12.299,0.02,46.177,0.85
2458195.77252,be,12.715,0.02,31.464,0.579
2458205.54364,bg,12.567,0.02,36.551,0.673
2457924.47751,be,11.674,0.02,82.09,1.51
2457437.63151,bg,13.818,0.02269,11.542,0.241
2457555.46468,be,11.527,0.02,93.98,1.729
2458105.83127,bg,13.735,0.02233,12.456,0.256
2457836.70874,bg,13.109,0.02293,22.172,0.468
2458202.7479,be,12.576,0.02,35.76,0.658
2457682.8406,be,12.561,0.02,36.256,0.667
2458033.86017,be,12.755,0.02,30.334,0.558
2457910.46097,be,11.702,0.02,79.989,1.472
2458048.82838,be,12.998,0.02,24.261,0.446
2457659.88544,bg,12.227,0.02,49.985,0.92
2457770.70714,be,13.863,0.023,10.931,0.231
2458072.78602,be,13.362,0.02192,17.346,0.35
2457423.72942,be,13.953,0.02356,10.067,0.218
2458173.78421,be,13.055,0.02319,23.02,0.491
2458084.72996,be,13.499,0.02186,15.283,0.307
2457486.7056,bg,12.999,0.02,24.539,0.452
2457864.67307,bg,12.668,0.02,33.3,0.613
2458081.80422,bg,13.529,0.02187,15.06,0.303
2458192.77889,be,12.765,0.02,30.062,0.553
2457452.74677,be,13.572,0.02194,14.292,0.288
2457738.74793,bg,13.499,0.02185,15.483,0.311
2457854.68472,bg,12.821,0.02,28.903,0.532
2457915.51852,bg,11.682,0.02,82.522,1.518
2458160.77525,be,13.348,0.02194,17.567,0.355
2458037.86626,be,12.829,0.02,28.336,0.521
2458233.51641,bg,12.204,0.02,51.023,0.939
2458023.89305,bg,12.586,0.02,35.892,0.66
2457478.68238,be,13.142,0.02266,21.23,0.443
2458015.89353,bg,12.486,0.02,39.366,0.724
2458067.79654,bg,13.331,0.02201,18.073,0.366
2457739.73244,be,13.578,0.02195,14.216,0.287
2458018.89099,be,12.544,0.02,36.836,0.678
2457760.77184,be,13.869,0.02303,10.868,0.23
2458056.82762,be,13.192,0.02242,20.274,0.418
2458181.5759,be,12.919,0.02,26.072,0.48
2458244.6172,be,12.017,0.02,59.832,1.101
2457829.59028,be,13.254,0.02218,19.149,0.391
2458044.83157,be,12.911,0.02,26.262,0.483
2457833.64204,bg,13.179,0.02254,20.789,0.431
2458164.68128,bg,13.279,0.02214,18.964,0.386
2457425.53275,be,13.88,0.02309,10.758,0.229
2457768.67617,be,13.851,0.02293,11.054,0.233
2457751.63952,bg,13.743,0.02236,12.363,0.254
2457873.52859,be,12.473,0.02,39.346,0.724
2458052.81333,be,13.086,0.02298,22.353,0.473
2457561.46538,be,11.543,0.02,92.609,1.704
2458080.7387,be,13.525,0.02188,14.92,0.3
2457846.72079,bg,12.959,0.02,25.463,0.469
2458197.76669,be,12.668,0.02,32.858,0.605
2458075.78433,bg,13.443,0.02186,16.305,0.328
2458186.71509,bg,12.835,0.02,28.532,0.525
2457431.85818,bg,13.907,0.02317,10.639,0.227
2458118.65174,bg,13.806,0.02263,11.667,0.243
2457779.71903,bg,13.864,0.02292,11.068,0.233
2457933.46119,bg,11.784,0.02,75.167,1.383
2458011.90789,be,12.455,0.02,39.988,0.736
2457739.73261,bg,13.606,0.02197,14.029,0.284
2457448.59068,be,13.659,0.02213,13.195,0.269
2458201.75251,be,12.608,0.02,34.741,0.639
2457747.75401,bg,13.695,0.02219,12.929,0.264
2458191.78004,bg,12.765,0.02,30.448,0.56
2458077.7935,be,13.416,0.02186,16.498,0.332
2457762.71847,be,13.813,0.02273,11.445,0.239
2458075.78432,be,13.401,0.02187,16.734,0.337
2457770.70743,bg,13.874,0.02298,10.962,0.232
2457794.52288,bg,13.784,0.02253,11.914,0.247
2457743.75008,be,13.633,0.02206,13.511,0.274
2457820.74891,bg,13.411,0.02188,16.792,0.338
2458072.78601,bg,13.368,0.02193,17.47,0.353
2457867.65163,bg,12.623,0.02,34.701,0.638
2458181.57621,bg,12.93,0.02,26.142,0.481
2458015.89381,be,12.508,0.02,38.086,0.701
2457876.46134,bg,12.448,0.02,40.785,0.75
2457882.58553,bg,12.314,0.02,46.112,0.848
2458045.83229,be,12.921,0.02,26.028,0.479
