hjd,camera,mag,mag_err,flux,flux_err
2457704.86322,bg,15.288,0.04876,2.975,0.133
2457728.81028,bg,15.043,0.04112,3.727,0.141
2457874.55251,be,14.744,0.03416,4.856,0.153
2457781.66532,bg,14.76,0.03425,4.836,0.152
2457808.77418,bg,14.781,0.03469,4.748,0.152
2457839.66618,be,14.712,0.03351,5.002,0.154
2457832.66188,bg,14.752,0.03408,4.874,0.153
2457835.76465,be,14.741,0.0341,4.868,0.153
2457427.7473,be,14.887,0.03738,4.255,0.146
2457575.53122,bg,14.976,0.03932,3.966,0.143
2458153.82633,be,14.667,0.03262,5.212,0.156
2457560.4648,be,15.028,0.04104,3.74,0.141
2457448.62445,be,14.854,0.0366,4.39,0.148
2457833.66868,bg,14.708,0.03319,5.077,0.155
2457966.47439,bg,14.814,0.03541,4.603,0.15
2457559.59567,bg,14.962,0.03895,4.018,0.144
2458160.70758,bg,14.794,0.03497,4.691,0.151
2457781.67357,be,14.683,0.03293,5.136,0.156
2458158.85387,bg,14.769,0.03444,4.797,0.152
2458194.73464,bg,15.042,0.04109,3.733,0.141
2457732.79709,bg,15.005,0.04008,3.861,0.142
2458160.74567,be,14.775,0.03482,4.72,0.151
2457710.84396,bg,14.93,0.03814,4.139,0.145
2458191.72924,bg,15.005,0.04008,3.862,0.142
2457445.84572,be,14.935,0.03857,4.071,0.144
2457804.69413,be,14.614,0.03163,5.475,0.159
2457913.62601,bg,14.687,0.03278,5.174,0.156
2457830.6242,bg,14.788,0.03484,4.714,0.151
2457946.53271,bg,14.688,0.0328,5.172,0.156
2457880.68324,bg,14.635,0.0318,5.428,0.159
2457720.83124,bg,14.93,0.03814,4.139,0.145
2457855.59671,be,14.805,0.03548,4.589,0.15
2457933.53011,be,14.767,0.03465,4.756,0.152
2458121.74084,bg,14.728,0.03359,4.983,0.154
2457795.71606,be,14.547,0.03046,5.82,0.163
2457465.77265,bg,14.949,0.03862,4.066,0.144
2457721.83561,be,14.92,0.03819,4.128,0.145
2457853.79156,bg,14.695,0.03293,5.137,0.156
2458116.76778,bg,14.725,0.03353,4.997,0.154
2458182.59319,be,14.902,0.03775,4.198,0.146
2457889.69484,bg,14.684,0.03272,5.19,0.156
2458190.77561,bg,15.003,0.04003,3.867,0.142
2457782.75244,be,14.773,0.03478,4.729,0.151
2458228.7956,be,15.043,0.04146,3.689,0.141
2457475.55908,bg,15.006,0.04011,3.859,0.142
2457766.70834,bg,14.927,0.03807,4.149,0.145
2457853.72784,be,14.722,0.03371,4.957,0.154
2458217.73528,be,15.015,0.04068,3.784,0.142
2457555.52699,bg,14.935,0.03827,4.117,0.145
2457923.53348,bg,14.731,0.03365,4.972,0.154
2458174.63682,be,14.704,0.03335,5.038,0.155
2457756.73437,bg,15.047,0.04123,3.716,0.141
2458183.63031,be,14.835,0.03616,4.465,0.149
2457800.70482,be,14.664,0.03256,5.228,0.157
2458198.8071,be,15.043,0.04146,3.688,0.141
2457827.7213,bg,14.845,0.03611,4.472,0.149
2458119.74648,bg,14.798,0.03506,4.67,0.151
2457560.46875,bg,15.093,0.04255,3.561,0.139
2457779.67792,bg,14.725,0.03353,4.997,0.154
2457783.74802,be,14.638,0.03207,5.355,0.158
2458226.79295,be,14.88,0.03721,4.286,0.147
2457476.82528,be,14.914,0.03804,4.152,0.145
2457790.68094,bg,14.689,0.03281,5.167,0.156
2457738.78217,bg,15.079,0.04214,3.606,0.14
2458101.80796,be,14.697,0.03321,5.073,0.155
2457447.8204,bg,15.016,0.04038,3.823,0.142
2457479.65188,be,14.89,0.03745,4.245,0.146
2458323.51396,be,14.74,0.03408,4.876,0.153
2458197.81957,be,14.819,0.03579,4.533,0.149
2457766.80214,be,14.854,0.0366,4.389,0.148
2458331.46249,be,14.878,0.03716,4.292,0.147
2458188.72117,be,14.915,0.03807,4.148,0.145
2457770.76359,bg,14.91,0.03765,4.214,0.146
2458185.74281,bg,14.859,0.03643,4.418,0.148
2457713.84595,be,15.028,0.04104,3.738,0.141
2457784.73373,bg,14.673,0.03251,5.24,0.157
2458186.69903,be,14.887,0.03738,4.258,0.146
2457951.5202,bg,14.733,0.03369,4.959,0.154
2457803.74013,bg,14.66,0.03226,5.307,0.158
2458199.71623,be,15.039,0.04134,3.702,0.141
2457811.7738,bg,14.565,0.03057,5.793,0.163
2457824.63119,be,14.742,0.03412,4.864,0.153
2458170.79626,be,14.789,0.03513,4.659,0.151
2457870.63607,be,14.591,0.03122,5.593,0.161
2457760.727,be,14.884,0.03731,4.269,0.147
2458315.54164,be,14.955,0.03908,3.998,0.144
2457437.67302,bg,15.102,0.04281,3.531,0.139
2457719.85825,bg,15.01,0.04022,3.842,0.142
2457802.8148,be,14.629,0.03191,5.399,0.158
2457894.68681,bg,14.851,0.03625,4.451,0.148
2457789.77731,be,14.66,0.03249,5.245,0.157
2458175.81157,bg,14.738,0.03379,4.937,0.153
2458159.74996,bg,14.802,0.03515,4.656,0.151
2457972.47205,be,14.641,0.03213,5.338,0.158
2457896.66024,bg,14.73,0.03363,4.974,0.154
2457914.63291,bg,14.738,0.03379,4.935,0.153
2457882.63023,be,14.741,0.0341,4.872,0.153
2457873.63683,bg,14.844,0.03609,4.476,0.149
2457968.48246,be,14.579,0.03101,5.652,0.161
2458208.78048,be,15.013,0.04062,3.791,0.142
2458165.61713,be,14.87,0.03697,4.326,0.147
2457783.66171,bg,14.76,0.03425,4.84,0.152
2457739.78264,be,14.991,0.04003,3.867,0.142
2458168.61847,bg,14.795,0.035,4.686,0.151
2457957.51792,be,14.805,0.03548,4.593,0.15
2457933.57553,bg,14.707,0.03317,5.079,0.155
2458209.78746,be,14.894,0.03755,4.23,0.146
2458201.79798,be,14.95,0.03895,4.016,0.144
2458188.7478,bg,14.981,0.03945,3.947,0.143
2458195.72968,bg,14.971,0.03919,3.984,0.144
2457837.74132,be,14.705,0.03337,5.032,0.154
2457864.71951,bg,14.691,0.03285,5.156,0.156
2458180.86835,be,14.895,0.03758,4.225,0.146
2457831.68065,be,14.697,0.03321,5.07,0.155
2457703.86272,bg,14.697,0.03297,5.127,0.156
2457938.55594,be,14.658,0.03245,5.257,0.157
2457749.75496,be,14.913,0.03802,4.156,0.145
2458183.73261,bg,14.88,0.03693,4.334,0.147
2458197.69036,bg,14.999,0.03992,3.883,0.143
2457848.52202,bg,14.781,0.03469,4.748,0.152
2458163.65657,be,14.678,0.03283,5.161,0.156
2457575.57252,be,14.896,0.0376,4.221,0.146
2457863.68752,be,14.583,0.03108,5.632,0.161
2457798.70216,be,14.803,0.03543,4.6,0.15
2457789.82247,bg,14.699,0.03301,5.117,0.155
2458202.57666,be,14.899,0.03767,4.212,0.146
2458072.85645,bg,14.797,0.03504,4.678,0.151
2457969.4638,bg,14.668,0.03241,5.268,0.157
2457942.56278,be,14.487,0.02949,6.156,0.167
2457723.82518,be,14.89,0.03745,4.244,0.146
2457923.59377,be,14.723,0.03373,4.949,0.154
2457567.5967,be,14.919,0.03817,4.135,0.145
2457461.84298,bg,14.993,0.03976,3.905,0.143
2458193.73527,bg,15.043,0.04112,3.728,0.141
2457787.70221,bg,14.462,0.02893,6.368,0.169
2458163.65338,bg,14.983,0.0395,3.939,0.143
2458167.61255,be,14.76,0.0345,4.785,0.152
2457834.70188,bg,14.733,0.03369,4.959,0.154
2457796.78106,be,14.565,0.03077,5.725,0.162
2457593.51521,be,14.936,0.0386,4.068,0.144
2457879.60454,be,14.689,0.03305,5.11,0.155
2457913.64449,be,14.715,0.03357,4.99,0.154
2457946.54414,be,14.658,0.03245,5.255,0.157
2458192.83911,be,14.807,0.03552,4.583,0.15
2457831.6272,bg,14.698,0.03299,5.121,0.155
2458214.57385,be,14.977,0.03966,3.917,0.143
2457768.83971,be,14.746,0.03421,4.848,0.153
2458074.84683,bg,14.882,0.03697,4.323,0.147
2457774.69532,bg,14.644,0.03196,5.386,0.158
2458216.64652,be,14.889,0.03743,4.248,0.146
2458096.81944,bg,14.834,0.03586,4.521,0.149
2457792.64454,bg,14.816,0.03546,4.597,0.15
2458158.8457,be,14.845,0.03639,4.425,0.148
2457867.68666,bg,14.768,0.03442,4.802,0.152
2457457.6285,be,14.873,0.03705,4.312,0.147
2457890.52271,bg,14.703,0.03309,5.1,0.155
2457467.53467,be,15.013,0.04062,3.791,0.142
2458198.5443,bg,14.966,0.03906,4.002,0.144
2457780.70205,be,14.583,0.03108,5.631,0.161
2458179.67184,bg,14.782,0.03471,4.741,0.151
2457834.81813,be,14.668,0.03264,5.208,0.156
2458171.7002,bg,14.875,0.03681,4.354,0.147
2457745.79139,be,14.952,0.039,4.009,0.144
2458084.85382,be,14.731,0.03389,4.917,0.153
2458096.80386,be,14.747,0.03423,4.843,0.152
2458215.72124,be,14.87,0.03697,4.324,0.147
2458244.69095,be,14.903,0.03777,4.196,0.146
2457916.61826,bg,14.807,0.03526,4.633,0.15
2457951.53536,be,14.63,0.03193,5.393,0.158
2457883.64018,bg,14.767,0.0344,4.807,0.152
2457862.75864,bg,14.699,0.03301,5.12,0.155
2458238.64876,be,14.916,0.03809,4.146,0.145
2457777.67876,be,14.685,0.03297,5.126,0.155
2458168.6111,be,14.869,0.03695,4.326,0.147
2457457.63792,bg,14.986,0.03958,3.929,0.143
2458241.75868,be,15.025,0.04096,3.75,0.141
2457786.74457,bg,14.961,0.03893,4.02,0.144
2457935.53645,be,14.596,0.03131,5.568,0.16
2458173.80528,bg,14.876,0.03683,4.348,0.147
2458207.79972,be,14.841,0.03629,4.441,0.148
2458159.75412,be,14.691,0.03309,5.098,0.155
2457451.74205,bg,14.934,0.03824,4.122,0.145
2457420.66765,be,14.887,0.03738,4.258,0.146
2457807.63668,be,14.614,0.03163,5.476,0.159
2457790.68921,be,14.662,0.03253,5.238,0.157
2457846.74352,bg,14.678,0.0326,5.219,0.157
2457477.61793,be,14.887,0.03738,4.255,0.146
2457786.71696,be,14.791,0.03517,4.651,0.15
2458122.8457,be,14.683,0.03293,5.138,0.156
2457747.76216,bg,14.993,0.03976,3.903,0.143
2457718.83744,be,14.945,0.03883,4.036,0.144
2458187.70126,bg,14.971,0.03919,3.985,0.144
2458200.82105,be,14.827,0.03597,4.5,0.149
2458162.6801,be,14.738,0.03404,4.883,0.153
2458075.84737,be,14.752,0.03433,4.822,0.152
2457567.57979,bg,15.009,0.04019,3.847,0.142
2457758.78476,be,14.978,0.03968,3.916,0.143
2457838.72829,bg,14.677,0.03258,5.224,0.157
2458225.77925,be,15.076,0.0424,3.577,0.14
2457850.57105,be,14.618,0.03171,5.454,0.159
2457773.70955,bg,14.726,0.03355,4.994,0.154
2457437.65364,be,15.015,0.04068,3.785,0.142
2458196.69781,bg,14.962,0.03895,4.018,0.144
2457904.57254,be,14.7,0.03327,5.058,0.155
2457779.78886,be,14.706,0.03339,5.031,0.155
2458153.80661,bg,14.773,0.03452,4.78,0.152
2458191.86611,be,14.885,0.03733,4.267,0.147
2457756.7384,be,14.898,0.03765,4.215,0.146
2458206.57717,be,14.96,0.03921,3.979,0.144
2458193.80453,be,14.904,0.0378,4.19,0.146
2458102.8225,bg,14.747,0.03398,4.896,0.153
2458083.83695,bg,14.793,0.03495,4.695,0.151
2458164.68223,bg,14.897,0.03733,4.264,0.146
2457848.7919,be,14.638,0.03207,5.356,0.158
2458179.88529,be,14.697,0.03321,5.07,0.155
2457877.58449,bg,14.799,0.03508,4.667,0.151
2457750.75517,bg,14.968,0.03911,3.994,0.144
2458170.73872,bg,14.896,0.03731,4.267,0.146
2457872.58444,be,14.692,0.03311,5.094,0.155
2457970.47146,be,14.648,0.03226,5.305,0.157
2458212.55329,be,14.896,0.0376,4.221,0.146
2458173.74847,be,14.752,0.03433,4.822,0.152
2457738.78608,be,14.99,0.04,3.873,0.143
2458171.67449,be,14.816,0.03573,4.547,0.149
2457904.65685,bg,14.756,0.03416,4.858,0.153
2457423.80948,be,14.923,0.03827,4.118,0.145
2458194.80368,be,14.953,0.03903,4.006,0.144
2457856.68715,bg,14.748,0.034,4.893,0.153
2458222.78813,be,14.978,0.03968,3.913,0.143
2457862.77739,be,14.578,0.03099,5.66,0.161
2457742.78004,be,14.902,0.03775,4.198,0.146
2458121.78685,be,14.694,0.03315,5.084,0.155
2458071.8595,bg,14.721,0.03345,5.015,0.154
2457460.64768,be,14.981,0.03976,3.903,0.143
