hjd,camera,mag,mag_err,flux,flux_err
2458048.7942,bd,14.01,0.02398,9.549,0.211
2457860.12553,bd,13.966,0.02366,9.941,0.216
2457482.14056,bd,13.853,0.02294,11.035,0.233
2458283.96878,bd,13.896,0.02319,10.609,0.226
2457990.87199,bd,14.007,0.02396,9.579,0.211
2457880.01757,bd,13.939,0.02347,10.196,0.22
2458310.96909,bd,13.877,0.02308,10.795,0.229
2458061.74921,bd,13.931,0.02342,10.266,0.221
2457239.99543,bd,13.942,0.02349,10.161,0.22
2457709.70787,bd,13.947,0.02352,10.12,0.219
2457193.9853,bd,13.857,0.02296,10.994,0.232
2458053.73005,bd,13.959,0.02361,10.006,0.217
2457604.00875,bd,14.023,0.02409,9.438,0.209
2457137.05007,bd,13.932,0.02342,10.255,0.221
2458047.79847,bd,13.993,0.02385,9.703,0.213
2457109.12339,bd,14.079,0.02456,8.959,0.202
2458045.81101,bd,13.982,0.02377,9.801,0.214
2457249.00196,bd,13.96,0.02361,9.996,0.217
2457311.74986,bd,13.869,0.02303,10.871,0.23
2457114.10786,bd,14.043,0.02425,9.265,0.207
2458342.99726,bd,13.856,0.02296,11.001,0.232
2458002.92167,bd,13.847,0.02291,11.091,0.234
2458059.76001,bd,13.939,0.02347,10.192,0.22
2457457.14996,bd,13.943,0.0235,10.153,0.219
2457316.78031,bd,13.884,0.02312,10.727,0.228
2458291.88574,bd,13.872,0.02305,10.843,0.23
2458060.75356,bd,13.943,0.0235,10.16,0.22
2458316.03413,bd,14.001,0.02392,9.627,0.212
2457463.1589,bd,14.001,0.02392,9.63,0.212
2457899.04711,bd,13.855,0.02295,11.012,0.233
2457975.82804,bd,13.897,0.0232,10.595,0.226
2457453.16051,bd,13.879,0.02309,10.777,0.229
2458287.88376,bd,13.934,0.02344,10.244,0.221
2457197.97667,bd,13.837,0.02285,11.196,0.235
2458062.74904,bd,13.892,0.02317,10.644,0.227
2457703.72819,bd,13.996,0.02388,9.67,0.212
2458066.7346,bd,13.892,0.02317,10.643,0.227
2457138.04729,bd,13.93,0.02341,10.282,0.221
2458257.04036,bd,13.887,0.02314,10.693,0.228
2457168.96892,bd,13.896,0.02319,10.608,0.226
2457307.79614,bd,13.879,0.02309,10.771,0.229
2457613.76711,bd,13.982,0.02377,9.801,0.214
2457987.96645,bd,13.866,0.02301,10.905,0.231
2458071.71993,bd,13.905,0.02325,10.518,0.225
2458070.72027,bd,13.878,0.02308,10.779,0.229
2457115.11736,bd,14.009,0.02398,9.558,0.211
2457638.86369,bd,14.0,0.02391,9.639,0.212
2458301.03965,bd,13.889,0.02315,10.669,0.227
2457690.73982,bd,13.94,0.02348,10.179,0.22
2457330.76525,bd,14.069,0.02447,9.039,0.203
2458017.88168,bd,13.918,0.02333,10.394,0.223
2458019.79834,bd,13.872,0.02305,10.838,0.23
2457576.96229,bd,14.023,0.02409,9.431,0.209
2457211.08461,bd,13.872,0.02305,10.838,0.23
2458054.71722,bd,13.947,0.02352,10.122,0.219
2457852.08779,bd,13.876,0.02307,10.798,0.229
2457636.92607,bd,13.892,0.02317,10.643,0.227
2457324.7589,bd,13.994,0.02386,9.687,0.213
2457188.98715,bd,13.868,0.02302,10.878,0.23
2457527.97328,bd,13.876,0.02307,10.807,0.229
2457567.91199,bd,13.879,0.02309,10.776,0.229
2457156.10149,bd,13.969,0.02368,9.912,0.216
2457274.90119,bd,13.907,0.02326,10.497,0.225
2457201.87403,bd,13.979,0.02375,9.826,0.215
2457205.90681,bd,13.856,0.02296,11.007,0.232
2458208.11864,bd,13.883,0.02311,10.736,0.228
2457333.74413,bd,14.028,0.02413,9.394,0.209
2457133.05889,bd,13.893,0.02317,10.638,0.227
2458276.05623,bd,14.057,0.02437,9.142,0.205
2457652.88011,bd,13.889,0.02315,10.67,0.227
2458072.71582,bd,13.881,0.0231,10.757,0.229
2457945.98466,bd,13.877,0.02308,10.788,0.229
2457270.92667,bd,13.903,0.02323,10.534,0.225
2458013.88428,bd,13.9,0.02322,10.567,0.226
2457694.75341,bd,14.032,0.02416,9.354,0.208
2457489.07679,bd,13.882,0.02311,10.745,0.228
2457627.93184,bd,13.917,0.02332,10.4,0.223
2458294.86098,bd,13.863,0.023,10.928,0.231
2457244.99653,bd,14.013,0.02401,9.519,0.21
2458270.93453,bd,13.983,0.02378,9.792,0.214
2458021.7826,bd,13.891,0.02316,10.656,0.227
2457148.06539,bd,13.876,0.02307,10.798,0.229
2457924.98746,bd,13.95,0.02354,10.092,0.219
2458075.70388,bd,13.885,0.02312,10.718,0.228
2457559.10973,bd,13.938,0.02346,10.201,0.22
2457618.88301,bd,13.876,0.02307,10.804,0.229
2457905.94123,bd,14.033,0.02417,9.344,0.208
2457085.15256,bd,13.863,0.023,10.929,0.231
2457110.11966,bd,14.054,0.02434,9.17,0.205
2457550.90924,bd,14.011,0.02399,9.536,0.21
2457246.74102,bd,13.896,0.02319,10.604,0.226
2457883.0032,bd,13.898,0.0232,10.583,0.226
2457991.8227,bd,13.891,0.02316,10.658,0.227
2457174.94187,bd,13.883,0.02311,10.731,0.228
2457509.04907,bd,13.879,0.02309,10.773,0.229
2457675.72777,bd,13.895,0.02319,10.619,0.227
2457964.88926,bd,13.885,0.02312,10.71,0.228
2457183.0087,bd,13.878,0.02308,10.78,0.229
2457531.07716,bd,13.882,0.02311,10.744,0.228
2457581.98448,bd,13.927,0.02339,10.306,0.222
2457180.05595,bd,13.858,0.02297,10.988,0.232
2457235.93247,bd,13.972,0.0237,9.891,0.216
2458258.02234,bd,13.947,0.02352,10.122,0.219
2457136.0417,bd,13.962,0.02363,9.984,0.217
2457162.9761,bd,13.831,0.02282,11.256,0.236
2457513.07571,bd,13.985,0.02379,9.771,0.214
2457981.85295,bd,13.861,0.02298,10.956,0.232
2457297.73126,bd,13.945,0.02351,10.139,0.219
2457499.0495,bd,13.945,0.02351,10.135,0.219
2457104.13939,bd,14.038,0.02421,9.304,0.207
2457319.78403,bd,13.937,0.02346,10.208,0.22
2458056.73037,bd,14.015,0.02402,9.502,0.21
2457592.85362,bd,13.911,0.02329,10.455,0.224
2457601.01003,bd,14.013,0.02401,9.521,0.21
2457231.8842,bd,14.056,0.02436,9.15,0.205
