hjd,camera,mag,mag_err,flux,flux_err
2457409.8104,bd,16.826,99.99,0.66,0.143
2457709.08262,bd,17.35,99.99,0.102,0.088
2456615.96073,bd,17.033,99.99,0.343,0.118
2456985.03584,bd,17.711,0.17682,0.316,0.051
2456675.89933,bd,16.867,99.99,0.239,0.137
2457049.95775,bd,17.982,99.99,0.113,0.049
2457432.83553,bd,16.371,0.10574,1.085,0.106
2456239.08388,ba,17.972,99.99,0.247,0.05
2457144.7943,bd,17.321,99.99,-0.122,0.091
2457462.80941,bd,17.925,99.99,0.218,0.052
2457469.84975,bd,17.215,99.99,0.232,0.1
2457706.00323,bd,16.948,0.14541,0.638,0.085
2457452.80734,bd,17.561,0.17464,0.363,0.058
2457440.87776,bd,17.062,99.99,0.196,0.115
2457417.96299,bd,17.866,99.99,0.11,0.055
2458433.08928,bd,17.927,99.99,0.064,0.052
2456796.7499,bd,17.759,99.99,0.181,0.06
2457430.85935,bd,16.216,0.09552,1.252,0.11
2458153.98383,bd,17.787,99.99,0.229,0.059
2458056.04369,bd,17.787,99.99,0.137,0.059
2457526.74123,bd,17.321,99.99,0.286,0.09
2457429.87862,bd,17.101,0.15493,0.554,0.079
2457402.00565,bd,18.061,99.99,0.18,0.046
2457377.90877,bd,17.503,99.99,0.013,0.077
2457651.13164,bd,16.549,0.11799,0.921,0.1
2456560.11804,ba,16.44,99.99,-0.992,0.204
2457510.76768,bd,17.696,0.17672,0.32,0.052
2457020.85403,bd,16.804,0.13575,0.728,0.091
2456984.0221,bd,18.218,99.99,0.175,0.04
2457071.89342,bd,17.802,99.99,0.137,0.058
2458251.75471,bd,17.022,0.15013,0.596,0.082
2456752.80338,bd,17.82,0.17677,0.286,0.047
2457091.86552,bd,17.613,0.17568,0.346,0.056
2457016.98959,bd,17.621,0.17582,0.343,0.055
2457032.95974,bd,17.256,99.99,-0.203,0.096
2457508.79807,bd,17.946,99.99,0.181,0.051
2457391.04236,bd,17.958,99.99,0.168,0.05
2457881.76574,bd,17.387,99.99,0.368,0.085
2457670.10102,bd,17.796,99.99,0.177,0.058
2457420.91098,bd,18.212,99.99,0.194,0.04
2457472.79334,bd,17.773,99.99,0.253,0.06
2457150.75897,bd,17.651,99.99,0.137,0.067
2457803.88291,bd,17.401,0.16974,0.42,0.066
2456656.87546,bd,17.696,99.99,0.137,0.064
2456992.96242,bd,17.261,99.99,0.227,0.096
2457499.79172,bd,17.217,99.99,-0.059,0.1
2457442.87031,bd,17.413,99.99,0.031,0.083
2457373.92281,bd,18.258,99.99,0.182,0.038
2456357.76047,ba,18.037,99.99,0.211,0.047
2457859.84173,bd,17.902,99.99,0.133,0.053
2458119.89967,bd,16.693,99.99,0.662,0.161
2457396.03316,bd,17.902,99.99,0.069,0.053
2457361.0541,bd,17.955,99.99,0.183,0.05
2457285.13395,bd,16.864,99.99,0.617,0.138
2457450.95281,bd,17.975,99.99,0.217,0.05
2457703.01129,bd,16.142,0.09084,1.339,0.112
2457047.81285,bd,17.556,99.99,0.046,0.073
2457349.97718,bd,17.246,99.99,-0.05,0.097
2457699.01937,bd,17.959,0.17459,0.251,0.04
2457393.02427,bd,18.075,0.17091,0.226,0.036
2457386.94204,bd,17.656,99.99,0.139,0.066
2456990.95319,bd,17.536,0.17404,0.371,0.059
2457483.82347,bd,17.475,0.17232,0.393,0.062
2457806.89378,bd,17.716,0.17685,0.314,0.051
2457415.98097,bd,17.555,99.99,0.213,0.073
2458054.05572,bd,17.9,99.99,0.156,0.053
2457080.82675,bd,17.317,99.99,0.445,0.091
2457119.87236,bd,17.176,99.99,0.198,0.103
2456629.92666,bd,17.47,99.99,0.311,0.079
2458057.03956,bd,17.955,99.99,0.122,0.05
2457365.93406,bd,17.708,99.99,0.103,0.063
2457719.06465,bd,18.037,99.99,0.162,0.047
2456917.13508,bd,16.652,99.99,0.663,0.168
2456648.97634,bd,17.591,99.99,0.114,0.071
2456971.00044,bd,16.923,99.99,0.415,0.131
2457433.79146,bd,17.374,0.16868,0.431,0.067
2457035.96978,bd,17.102,0.15499,0.553,0.079
2457745.06411,bd,17.903,99.99,0.112,0.053
2458221.80338,bd,16.717,0.12973,0.789,0.094
2457124.83777,bd,17.731,99.99,0.269,0.062
2457407.83651,bd,16.265,0.09869,1.197,0.109
2457434.77667,bd,17.423,0.17056,0.412,0.065
2456631.92063,bd,17.863,99.99,0.085,0.055
2456415.77426,ba,17.72,99.99,0.263,0.063
2457054.89523,bd,16.807,99.99,-0.06,0.145
