hjd,camera,mag,mag_err,flux,flux_err
2457314.76343,bb,17.763,99.99,0.138,0.06
2456858.12295,bb,17.754,99.99,-0.001,0.061
2457886.06098,bb,16.858,99.99,0.385,0.139
2456862.97502,bb,17.242,0.16266,0.487,0.073
2458367.562,bf,18.133,99.99,0.202,0.043
2457342.79334,bb,17.745,99.99,0.209,0.061
2458428.83598,bb,17.713,99.99,-0.078,0.063
2457710.74202,bb,18.189,99.99,0.11,0.041
2457979.99986,bb,17.927,99.99,0.03,0.052
2456637.72767,bb,16.716,99.99,0.453,0.158
2457231.85135,bb,16.989,99.99,0.257,0.123
2458305.98278,bb,17.882,0.1761,0.27,0.044
2457596.09485,bb,17.756,99.99,0.021,0.061
2456998.71587,bb,17.01,99.99,0.228,0.121
2457489.12552,bb,17.499,99.99,0.282,0.077
2456818.03144,bb,17.702,99.99,0.189,0.064
2456896.91409,bb,17.212,0.16112,0.5,0.074
2457577.00636,bb,18.105,99.99,0.104,0.044
2457563.03881,bb,17.4,99.99,0.01,0.084
2456969.78445,bb,17.173,99.99,0.16,0.104
2457202.92025,bb,17.71,99.99,0.187,0.063
2456863.97256,bb,17.765,0.17698,0.301,0.049
2456460.09674,bb,17.962,99.99,0.208,0.05
2458336.95793,bb,18.157,99.99,0.088,0.042
2457180.99989,bb,17.105,99.99,0.119,0.11
2456973.77767,bb,17.324,0.16656,0.451,0.069
2457362.72223,bb,18.144,0.16793,0.212,0.033
2457925.00844,bb,18.082,99.99,0.107,0.045
2457937.91939,bb,17.414,99.99,-0.018,0.083
2457333.8096,bb,17.948,99.99,0.252,0.051
2456534.87912,bb,18.023,99.99,0.189,0.047
2457297.91446,bb,17.783,99.99,-0.094,0.059
2456247.75813,bb,17.966,99.99,0.142,0.05
2456967.78514,bb,16.982,99.99,0.435,0.124
2458334.05534,bb,17.699,99.99,0.12,0.064
2458091.69932,bb,17.342,99.99,0.172,0.089
2457686.85378,bb,18.106,0.16965,0.219,0.034
2456520.86096,bb,17.442,99.99,0.162,0.081
2456922.87797,bb,17.802,99.99,0.062,0.058
2458027.92457,bb,17.208,0.16091,0.502,0.074
2457172.03117,bb,17.183,99.99,0.232,0.103
2456268.69881,bb,17.971,99.99,0.14,0.05
2456983.75399,bb,16.868,0.14011,0.687,0.089
2457868.92413,bf,16.682,99.99,0.167,0.163
2457317.77916,bb,17.183,99.99,0.417,0.103
2457907.02849,bb,17.888,99.99,0.129,0.054
2456885.0642,bb,16.836,0.13794,0.707,0.09
2458073.59582,bf,17.845,99.99,0.177,0.056
2457721.74136,bb,18.158,99.99,0.161,0.042
2456233.82136,bb,17.515,99.99,-0.034,0.076
2458423.79827,bb,18.254,99.99,0.174,0.038
2458071.562,bf,17.708,99.99,-0.001,0.063
2457560.00808,bb,17.229,99.99,0.255,0.098
2456943.87333,bb,17.441,99.99,0.161,0.081
2456889.05352,bb,17.689,99.99,0.118,0.064
2457303.90275,bb,18.023,99.99,0.119,0.047
2457522.04994,bb,17.783,99.99,0.099,0.059
2457939.04041,bb,18.189,99.99,0.145,0.041
2457304.87567,bb,18.002,99.99,0.203,0.048
2457185.00598,bb,17.149,99.99,0.107,0.106
2456817.02379,bb,18.043,99.99,0.142,0.047
2458261.06331,bb,16.824,99.99,0.48,0.143
2457636.99322,bb,18.08,99.99,0.199,0.045
2458022.74189,bb,17.813,0.17682,0.288,0.047
2458075.77349,bb,18.067,99.99,0.027,0.045
2456917.93313,bb,17.566,0.17476,0.361,0.058
2456436.02938,bb,17.207,99.99,0.351,0.101
2456900.90836,bb,17.832,99.99,0.131,0.057
2457515.06985,bb,17.865,0.17633,0.274,0.044
2458258.08862,bb,17.628,0.17593,0.341,0.055
2456475.0953,bb,17.976,99.99,-0.03,0.05
2457131.12405,bb,17.192,0.16006,0.509,0.075
2456895.92378,bb,17.5,0.17307,0.383,0.061
2457277.78246,bb,18.304,99.99,0.062,0.037
2457255.91993,bb,17.877,99.99,-0.124,0.054
2458063.69182,bb,17.134,99.99,0.303,0.108
2457663.91227,bb,17.654,99.99,0.17,0.067
2456847.98342,bb,16.775,99.99,0.534,0.15
2457228.85936,bb,18.484,99.99,0.039,0.031
2456527.91357,bb,17.068,99.99,0.194,0.114
2457356.74505,bb,18.27,99.99,0.142,0.038
2457270.9937,bb,17.613,99.99,0.14,0.069
2456468.99015,bb,16.755,0.13237,0.762,0.093
2456462.9824,bb,17.692,99.99,0.162,0.064
2458301.0243,bb,17.236,99.99,-0.191,0.098
2457558.95861,bb,17.063,99.99,0.123,0.115
2456240.73153,bb,18.221,99.99,0.066,0.04
2456937.84263,bb,16.599,99.99,0.425,0.176
2457364.71865,bb,18.241,99.99,0.153,0.039
2456449.04567,bb,18.072,99.99,-0.06,0.045
2457358.73737,bb,17.163,0.15847,0.523,0.076
2458291.95734,bb,18.11,99.99,-0.018,0.044
2456897.90684,bb,17.491,0.1728,0.387,0.062
2458077.76142,bb,18.171,99.99,0.166,0.041
2458013.93277,bb,18.102,99.99,0.119,0.044
2456899.92836,bb,17.84,99.99,0.146,0.056
2457983.92525,bb,18.354,99.99,0.146,0.035
2457216.91509,bb,18.028,99.99,0.211,0.047
2456848.9576,bb,17.267,99.99,0.34,0.095
2457207.0276,bb,16.68,99.99,0.083,0.163
2458018.9438,bb,17.974,0.17421,0.248,0.04
2458045.73517,bb,18.186,99.99,0.082,0.041
2457612.80314,bb,17.666,99.99,0.207,0.066
2456857.04861,bb,17.661,99.99,0.24,0.066
2457212.00278,bb,17.804,99.99,0.23,0.058
2457136.09837,bb,17.699,99.99,0.198,0.064
2456464.99183,bb,17.22,99.99,0.118,0.099
2456767.10013,bb,16.935,99.99,0.583,0.129
2458391.80175,bb,17.773,99.99,-0.084,0.06
2456885.822,bb,17.872,0.17624,0.272,0.044
2456971.77653,bb,17.639,0.17609,0.337,0.055
2456443.05832,bb,17.61,99.99,0.167,0.069
2456220.77921,bb,17.876,99.99,0.191,0.054
2456836.03857,bb,17.963,99.99,0.237,0.05
2457932.96675,bb,17.979,99.99,0.08,0.049
2456288.70922,bb,16.935,99.99,0.255,0.129
2457158.11233,bb,17.413,99.99,0.164,0.083
2456865.93897,bb,17.183,0.15957,0.514,0.075
2457659.92434,bb,17.366,99.99,-0.007,0.087
2457193.0284,bb,18.025,99.99,0.155,0.047
2456300.71392,bb,17.393,99.99,0.001,0.085
2457650.9456,bb,17.606,99.99,0.176,0.07
2458312.03201,bb,18.171,99.99,0.108,0.041
2458348.91444,bb,18.026,99.99,0.093,0.047
2456904.8966,bb,17.342,99.99,0.199,0.089
2457605.93947,bb,18.172,99.99,0.007,0.041
2458447.7575,bb,17.127,99.99,0.024,0.108
2456942.84598,bb,17.527,99.99,0.207,0.075
2457150.07269,bb,17.23,99.99,0.101,0.098
2458367.72898,bb,16.96,99.99,0.26,0.126
2456992.75242,bb,16.792,99.99,0.261,0.147
2458372.55982,bf,17.821,99.99,-0.006,0.057
2457512.09473,bb,17.888,99.99,0.04,0.054
2456916.87942,bb,17.236,0.16236,0.489,0.073
2458376.95961,bb,18.186,99.99,0.101,0.041
2457540.09186,bb,18.185,99.99,0.15,0.041
2457638.7359,bb,17.814,99.99,0.088,0.057
2458446.75753,bb,17.184,99.99,-0.245,0.103
2457698.75698,bb,17.854,99.99,0.082,0.055
2457308.76868,bb,18.185,99.99,0.188,0.041
2457178.01474,bb,16.783,99.99,0.28,0.149
2457223.03339,bb,17.833,99.99,0.146,0.056
2456873.96148,bb,16.894,0.14185,0.671,0.088
2456491.88694,bb,17.599,99.99,-0.032,0.07
2457675.79868,bb,17.212,99.99,-0.175,0.1
2457996.95506,bb,17.788,99.99,0.272,0.059
2457718.74134,bb,17.849,99.99,0.045,0.056
2457229.85787,bb,17.891,99.99,0.045,0.054
2456412.09041,bb,17.264,99.99,0.145,0.095
2456481.97762,bb,17.881,99.99,-0.076,0.054
2456893.92043,bb,17.752,99.99,0.274,0.061
2456979.76432,bb,18.18,99.99,0.079,0.041
2458385.72421,bb,16.949,99.99,0.484,0.127
2456806.04966,bb,17.801,99.99,0.09,0.058
2457962.00385,bb,18.241,99.99,0.081,0.039
2457852.13422,bb,16.934,99.99,0.336,0.129
2457684.64255,bf,17.959,99.99,0.104,0.05
2456823.03039,bb,17.084,99.99,0.36,0.113
2456570.70723,bb,16.632,99.99,0.347,0.171
2457550.03919,bb,17.49,0.17277,0.387,0.062
2457695.82306,bb,17.96,99.99,0.096,0.05
2457212.95699,bb,17.782,99.99,0.184,0.059
2457906.00004,bb,18.188,99.99,0.013,0.041
2457201.93443,bb,17.963,99.99,-0.069,0.05
2458322.86611,bb,18.051,99.99,0.094,0.046
2457298.83052,bb,17.974,99.99,0.061,0.05
2458009.96561,bb,17.649,99.99,0.155,0.067
2456484.94105,bb,18.036,99.99,0.232,0.047
2457706.77765,bb,17.213,99.99,0.4,0.1
2456913.9839,bb,17.505,99.99,0.175,0.076
2457909.99586,bb,16.479,0.11313,0.982,0.102
2456784.08369,bb,17.75,0.17697,0.305,0.05
2458067.61099,bf,17.532,99.99,0.213,0.074
2456276.70493,bb,17.823,99.99,0.064,0.057
2457533.06317,bb,17.128,99.99,0.437,0.108
2457218.97517,bb,18.067,99.99,0.171,0.046
2457973.87804,bb,16.729,99.99,0.286,0.156
2456575.81041,bb,17.763,99.99,0.285,0.06
2457958.75119,bf,18.294,99.99,0.136,0.037
2457667.90379,bb,17.996,99.99,0.1,0.049
2456448.00916,bb,17.928,99.99,0.108,0.052
2456304.71161,bb,17.121,99.99,-0.026,0.109
2456798.0507,bb,17.357,99.99,0.393,0.087
2457901.09002,bb,18.057,99.99,0.145,0.046
2456795.05223,bb,16.952,99.99,-0.164,0.127
2457360.72595,bb,17.819,0.17678,0.286,0.047
2456914.89054,bb,17.807,99.99,0.114,0.058
2457715.57074,bf,17.829,99.99,0.253,0.057
2457310.77896,bb,18.196,99.99,0.034,0.04
2457981.98732,bb,17.884,99.99,0.173,0.054
2457859.112,bb,17.115,99.99,0.164,0.109
2457241.87614,bb,17.881,99.99,0.094,0.054
2457196.01356,bb,17.68,99.99,0.008,0.065
2456506.90987,bb,17.96,99.99,0.129,0.05
2457528.03752,bb,17.129,99.99,0.407,0.108
2457727.51997,bf,16.696,99.99,-0.139,0.161
2457531.0339,bb,17.176,99.99,0.324,0.103
2457169.0329,bb,17.646,0.17619,0.335,0.054
2456876.95604,bb,17.262,99.99,0.408,0.096
2457895.08734,bb,18.112,99.99,0.12,0.044
2457656.76518,bb,18.092,99.99,-0.019,0.044
2457708.77859,bb,17.472,99.99,0.055,0.079
