hjd,camera,mag,mag_err,flux,flux_err
2458207.82628,be,11.515,0.02,95.066,1.749
2458011.54494,be,11.371,0.02,108.556,1.997
2457623.62991,bf,11.512,0.02,96.293,1.772
2457798.80742,bf,11.323,0.02,114.548,2.108
2458190.89587,bf,11.431,0.02,103.735,1.909
2457557.49066,bf,11.409,0.02,105.885,1.948
2458011.54481,bf,11.392,0.02,107.539,1.979
2457865.78756,bf,11.544,0.02,93.472,1.72
2457767.86867,be,11.336,0.02,112.081,2.062
2457913.73808,be,11.398,0.02,105.885,1.948
2457768.86865,be,11.464,0.02,99.594,1.833
2457643.54743,be,11.596,0.02,88.213,1.623
2457994.47292,be,11.238,0.02,122.705,2.258
2458157.85996,be,11.249,0.02,121.462,2.235
2458147.84848,be,11.347,0.02,110.972,2.042
2457602.5754,bf,11.475,0.02,99.6,1.833
2457545.58426,be,11.347,0.02,110.965,2.042
2457871.6366,be,11.36,0.02,109.66,2.018
2458329.51505,be,11.394,0.02,106.206,1.954
2457845.80595,be,11.3,0.02,115.828,2.131
2457617.6086,bf,11.654,0.02,84.436,1.554
2458136.86019,be,11.273,0.02,118.757,2.185
2457457.8232,bf,11.295,0.02,117.572,2.163
2457839.70061,bf,11.416,0.02,105.204,1.936
2458000.47869,bf,11.338,0.02,112.977,2.079
2457984.50493,bf,11.275,0.02,119.716,2.203
2458171.78198,bf,11.476,0.02,99.562,1.832
2457469.86749,bf,11.613,0.02,87.747,1.615
2457858.80005,bf,11.504,0.02,96.948,1.784
2458190.89574,be,11.432,0.02,102.63,1.888
2458195.77488,bf,11.368,0.02,109.969,2.023
2457882.63835,be,11.336,0.02,112.04,2.062
2458358.6078,be,11.285,0.02,117.446,2.161
2458144.8536,be,11.558,0.02,91.376,1.681
2457626.51559,be,11.423,0.02,103.418,1.903
2458191.84941,be,11.521,0.02,94.553,1.74
2458200.75252,be,11.32,0.02,113.727,2.093
2458149.83991,be,11.56,0.02,91.21,1.678
2458025.51405,bf,11.26,0.02,121.47,2.235
2457657.52453,bf,11.377,0.02,109.065,2.007
2457966.66129,bf,11.336,0.02,113.18,2.083
2457607.54161,bf,11.554,0.02,92.61,1.704
2457830.8473,bf,11.272,0.02,120.037,2.209
2458007.5261,be,11.53,0.02,93.732,1.725
2458356.60363,be,11.433,0.02,102.493,1.886
2457837.81222,bf,11.522,0.02,95.373,1.755
2457829.78053,be,11.312,0.02,114.628,2.109
2457807.77725,be,11.561,0.02,91.072,1.676
2457908.62491,bf,11.355,0.02,111.268,2.047
2458196.81944,be,11.525,0.02,94.178,1.733
2458005.58023,bf,11.272,0.02,120.143,2.211
2457595.57271,bf,11.419,0.02,104.906,1.93
2457630.53197,be,11.351,0.02,110.508,2.033
2458308.75272,be,11.453,0.02,100.628,1.852
2457851.77847,be,11.287,0.02,117.303,2.158
2458007.52596,bf,11.499,0.02,97.406,1.792
2457782.84515,be,11.312,0.02,114.618,2.109
2457625.52274,bf,11.355,0.02,111.249,2.047
2457980.64979,be,11.516,0.02,94.964,1.747
2457951.60382,be,11.313,0.02,114.441,2.106
2457946.6821,be,11.252,0.02,121.101,2.228
2457812.76776,bf,11.613,0.02,87.716,1.614
2457784.84046,bf,11.51,0.02,96.473,1.775
2457567.75226,bf,11.397,0.02,107.064,1.97
2457767.86878,bf,11.31,0.02,115.98,2.134
2458198.80225,be,11.423,0.02,103.41,1.903
2458162.80727,bf,11.292,0.02,117.884,2.169
2457984.50506,be,11.293,0.02,116.553,2.145
2458150.8357,be,11.448,0.02,101.061,1.86
2457935.51231,be,11.318,0.02,113.942,2.097
2457981.63116,bf,11.476,0.02,99.521,1.831
2457617.60874,be,11.641,0.02,84.622,1.557
2458323.67384,be,11.477,0.02,98.423,1.811
2458144.85373,bf,11.54,0.02,93.847,1.727
2458182.75566,bf,11.461,0.02,100.939,1.857
2457476.91576,be,11.384,0.02,107.239,1.973
2458181.75636,bf,11.51,0.02,96.446,1.775
2458170.88129,be,11.523,0.02,94.311,1.735
2457893.76333,bf,11.277,0.02,119.528,2.199
2458230.85556,be,11.37,0.02,108.603,1.998
2457655.49992,bf,11.392,0.02,107.494,1.978
2457862.68336,bf,11.33,0.02,113.868,2.095
2458147.8486,bf,11.283,0.02,118.936,2.188
2458191.84953,bf,11.524,0.02,95.201,1.752
2457779.85395,bf,11.538,0.02,94.008,1.73
2457981.6313,be,11.469,0.02,99.154,1.824
2458204.75596,be,11.336,0.02,112.081,2.062
2457865.78749,be,11.531,0.02,93.681,1.724
2457873.76764,bf,11.34,0.02,112.767,2.075
2458186.7977,bf,11.56,0.02,92.103,1.695
2457934.62673,be,11.464,0.02,99.641,1.833
2457957.66239,bf,11.24,0.02,123.703,2.276
2458215.89739,be,11.239,0.02,122.578,2.255
2458021.48542,be,11.326,0.02,113.068,2.08
2457813.76328,bf,11.34,0.02,112.751,2.075
2457557.49072,be,11.395,0.02,106.101,1.952
2457902.71586,bf,11.521,0.02,95.49,1.757
2458186.79757,be,11.505,0.02,95.949,1.765
2457801.82699,bf,11.67,0.02,83.208,1.531
2458373.54225,be,11.347,0.02,110.922,2.041
2458148.84445,bf,11.489,0.02,98.297,1.809
2458194.855,bf,11.222,0.02,125.783,2.314
2457822.78611,be,11.665,0.02,82.777,1.523
2458016.53096,be,11.356,0.02,110.074,2.025
2458363.59762,be,11.298,0.02,116.049,2.135
2457792.81853,be,11.263,0.02,119.886,2.206
2457604.6508,be,11.418,0.02,103.916,1.912
2457794.86884,be,11.402,0.02,105.485,1.941
2457835.83527,be,11.295,0.02,116.377,2.141
2458196.81956,bf,11.469,0.02,100.146,1.843
2458170.88142,bf,11.53,0.02,94.684,1.742
2457833.87664,bf,11.687,0.02,81.927,1.507
2458222.75448,be,11.465,0.02,99.566,1.832
2458225.78627,be,11.365,0.02,109.124,2.008
2458233.72915,be,11.475,0.02,98.619,1.815
2458226.80499,be,11.258,0.02,120.437,2.216
2458183.80431,bf,11.407,0.02,106.043,1.951
2458160.81631,be,11.523,0.02,94.306,1.735
2457923.57051,bf,11.561,0.02,91.989,1.693
2457845.80605,bf,11.302,0.02,116.854,2.15
2457622.63356,be,11.615,0.02,86.648,1.594
2458209.73365,be,11.38,0.02,107.635,1.98
2457803.84563,bf,11.303,0.02,116.724,2.148
2457798.80729,be,11.278,0.02,118.202,2.175
2457602.57553,be,11.493,0.02,97.014,1.785
2457626.51545,bf,11.422,0.02,104.581,1.924
2458157.86009,bf,11.228,0.02,125.083,2.302
2457575.74608,bf,11.621,0.02,87.058,1.602
2457660.50982,be,11.506,0.02,95.796,1.763
2458350.57877,be,11.434,0.02,102.435,1.885
2458210.75917,be,11.234,0.02,123.062,2.264
2458187.83212,be,11.432,0.02,102.548,1.887
2457813.76314,be,11.331,0.02,112.575,2.071
2457879.7685,be,11.424,0.02,103.393,1.902
2458001.524,bf,11.433,0.02,103.585,1.906
2457610.51968,be,11.414,0.02,104.312,1.919
2458133.86859,bf,11.636,0.02,85.889,1.58
2458021.48531,bf,11.277,0.02,119.545,2.2
2457634.55314,bf,11.371,0.02,109.637,2.017
2458379.51312,be,11.311,0.02,114.646,2.109
2457827.72461,bf,11.579,0.02,90.539,1.666
2457457.82307,be,11.319,0.02,113.859,2.095
2457777.8703,be,11.31,0.02,114.802,2.112
2457546.56609,be,11.409,0.02,104.765,1.928
2458135.8644,bf,11.388,0.02,107.92,1.986
2457485.76027,bf,11.624,0.02,86.827,1.598
2458145.84954,bf,11.47,0.02,100.094,1.842
2458179.78782,bf,11.351,0.02,111.636,2.054
2458023.50551,be,11.508,0.02,95.684,1.761
2458024.51052,be,11.349,0.02,110.745,2.038
2457548.54601,bf,11.524,0.02,95.194,1.752
2457545.58423,bf,11.363,0.02,110.401,2.031
2457790.82383,bf,11.585,0.02,90.039,1.657
2458206.79989,be,11.215,0.02,125.275,2.305
2457455.85452,be,11.353,0.02,110.335,2.03
2457771.86014,be,11.3,0.02,115.808,2.131
2457942.73019,bf,11.337,0.02,113.077,2.081
2457794.86897,bf,11.42,0.02,104.745,1.927
2457651.51435,bf,11.315,0.02,115.46,2.124
2457917.6471,be,11.584,0.02,89.227,1.642
2458183.80418,be,11.292,0.02,116.689,2.147
2458319.7026,be,11.559,0.02,91.269,1.679
2458354.60355,be,11.443,0.02,101.591,1.869
2457784.84033,be,11.484,0.02,97.837,1.8
2458159.83501,bf,11.495,0.02,97.81,1.8
2458001.52414,be,11.44,0.02,101.859,1.874
2458134.86445,be,11.5,0.02,96.35,1.773
2457604.65066,bf,11.403,0.02,106.487,1.959
2457871.63665,bf,11.387,0.02,108.006,1.987
2458159.83487,be,11.508,0.02,95.656,1.76
2458370.51819,be,11.443,0.02,101.549,1.868
2457915.72657,bf,11.264,0.02,120.956,2.226
2457807.77738,bf,11.619,0.02,87.216,1.605
2458174.80301,bf,11.384,0.02,108.299,1.993
2458187.83225,bf,11.458,0.02,101.155,1.861
2457942.73029,be,11.352,0.02,110.481,2.033
2458005.58036,be,11.318,0.02,113.907,2.096
2457903.85227,be,11.322,0.02,113.513,2.089
2458201.87639,be,11.465,0.02,99.486,1.831
2457973.52892,be,11.249,0.02,121.444,2.235
2457843.68242,bf,11.589,0.02,89.678,1.65
2457619.50595,be,11.338,0.02,111.858,2.058
2457858.79997,be,11.46,0.02,99.943,1.839
2458205.70642,be,11.253,0.02,120.954,2.226
2458171.78184,be,11.46,0.02,99.941,1.839
2458243.61817,be,11.415,0.02,104.245,1.918
2457969.55791,bf,11.426,0.02,104.234,1.918
2457476.91587,bf,11.395,0.02,107.264,1.974
2457567.75234,be,11.4,0.02,105.627,1.944
2457902.71589,be,11.506,0.02,95.795,1.763
2457669.48574,bf,11.528,0.02,94.884,1.746
2457805.86592,be,11.471,0.02,98.972,1.821
2457643.5473,bf,11.609,0.02,88.033,1.62
2457561.73542,be,11.356,0.02,110.041,2.025
2458340.57981,be,11.464,0.02,99.642,1.833
2458146.84884,be,11.308,0.02,114.953,2.115
2457935.51223,bf,11.298,0.02,117.209,2.157
2457903.85225,bf,11.293,0.02,117.788,2.167
2457801.82685,be,11.669,0.02,82.442,1.517
2457480.88495,bf,11.581,0.02,90.385,1.663
2458025.51416,be,11.283,0.02,117.682,2.165
2458135.86428,be,11.385,0.02,107.13,1.971
2458192.83027,bf,11.43,0.02,103.875,1.911
2457960.65164,bf,11.463,0.02,100.73,1.853
2457593.713,bf,11.397,0.02,107.06,1.97
2457779.85382,be,11.52,0.02,94.596,1.741
2458359.60987,be,11.404,0.02,105.244,1.936
2457944.51339,be,11.578,0.02,89.677,1.65
2457915.72662,be,11.268,0.02,119.266,2.194
2458160.81645,bf,11.523,0.02,95.296,1.753
2458220.7196,be,11.313,0.02,114.5,2.107
2458016.53085,bf,11.375,0.02,109.266,2.01
2458179.78768,be,11.352,0.02,110.477,2.033
