hjd,camera,mag,mag_err,flux,flux_err
2458443.04985,bc,17.425,99.99,0.053,0.082
2457399.94989,bd,17.486,99.99,-0.165,0.078
2457322.13586,bd,17.051,99.99,0.356,0.116
2457055.97969,bd,16.811,99.99,-0.379,0.145
2457411.90997,bd,16.269,99.99,0.321,0.238
2456807.7869,bc,18.163,99.99,0.174,0.042
2456816.75637,bc,17.62,99.99,0.17,0.069
2457408.12884,bc,18.22,99.99,0.194,0.04
2457415.9834,bd,17.213,99.99,-0.109,0.1
2457177.78289,bd,16.753,99.99,0.275,0.153
2457547.75625,bd,17.438,99.99,0.081,0.081
2457385.95538,bc,17.496,99.99,0.093,0.077
2457084.93025,bd,16.531,99.99,-0.112,0.187
2457822.89024,bc,17.339,99.99,0.12,0.089
2457472.8089,bd,16.726,99.99,-0.054,0.156
2457050.98079,bc,17.901,99.99,0.097,0.053
2457044.98107,bc,17.616,0.17573,0.345,0.056
2457530.78592,bc,17.226,99.99,0.139,0.099
2457899.8052,bd,17.648,99.99,0.112,0.067
2458110.08455,bd,17.649,99.99,0.176,0.067
2457004.05258,bc,17.534,99.99,0.065,0.074
2457463.98916,bd,17.479,99.99,0.263,0.078
2455947.05681,ba,18.154,99.99,0.201,0.042
2457036.02491,bd,17.14,99.99,0.171,0.107
2457736.98403,bc,16.996,99.99,0.187,0.122
2456735.79778,bd,17.135,99.99,0.07,0.107
2456616.01339,bc,16.485,99.99,0.842,0.195
2457697.12071,bc,17.931,0.17523,0.258,0.042
2457445.00042,bd,17.061,99.99,0.164,0.115
2457010.99499,bc,18.091,99.99,0.181,0.045
2457122.82886,bd,17.355,99.99,-0.012,0.088
2457163.78487,bc,18.044,99.99,-0.138,0.046
2457826.94692,bc,17.488,99.99,0.15,0.078
2457480.91613,bc,18.254,0.162,0.192,0.029
2457004.0639,bd,17.133,99.99,-0.194,0.108
2457112.73302,bc,17.103,99.99,0.025,0.111
2457466.86169,bc,17.061,99.99,0.1,0.115
2457051.99357,bd,17.17,99.99,0.346,0.104
2457773.041,bd,17.614,99.99,0.099,0.069
2457500.87348,bc,16.97,99.99,0.429,0.125
2456751.73217,bc,17.488,99.99,0.032,0.078
2457172.78577,bd,16.905,99.99,-0.212,0.133
2457311.13277,bc,17.85,0.17651,0.278,0.045
2456814.76962,bd,17.001,99.99,0.299,0.121
2457485.7445,bd,17.479,99.99,0.168,0.078
2456601.10108,bc,16.811,99.99,0.633,0.145
2457819.82454,bd,17.172,99.99,0.305,0.104
2457900.7682,bc,17.886,0.17604,0.269,0.044
2457350.08139,bc,17.597,99.99,-0.034,0.07
2456655.9375,bd,17.509,99.99,0.213,0.076
2457771.11642,bc,17.478,99.99,0.145,0.078
2457542.74687,bc,17.525,99.99,0.157,0.075
2457070.93553,bc,17.934,99.99,0.11,0.051
2457737.01747,bd,16.558,99.99,-0.263,0.183
2457711.13401,bd,17.234,99.99,0.331,0.098
2457409.91339,bd,16.735,99.99,0.263,0.155
2457121.86049,bc,18.023,99.99,0.206,0.047
2457114.94286,bd,16.368,99.99,-0.147,0.218
2457893.7856,bc,17.944,0.17494,0.255,0.041
2457816.85325,bc,17.905,99.99,0.163,0.053
2457019.03744,bc,17.7,99.99,0.212,0.064
2457846.88667,bd,17.521,99.99,0.156,0.075
2456631.05838,bc,17.82,0.17677,0.286,0.047
2457505.8479,bc,17.932,0.1752,0.258,0.042
2456794.79816,bc,17.277,99.99,0.225,0.094
2457514.8033,bc,18.21,0.16454,0.199,0.03
2457914.74889,bd,16.838,99.99,0.336,0.141
2457859.89661,bc,17.567,0.17478,0.361,0.058
2457034.99414,bc,17.766,99.99,0.165,0.06
2458127.14998,bd,17.563,99.99,0.091,0.072
2457445.91357,bc,17.651,99.99,0.197,0.067
2457847.78285,bc,17.734,99.99,0.073,0.062
2457422.0048,bd,17.627,99.99,0.131,0.068
2457789.84041,bc,17.637,99.99,0.206,0.068
2457472.93009,bc,17.283,99.99,0.149,0.094
2457835.96388,bc,17.542,0.17419,0.369,0.059
2456818.75408,bc,17.437,99.99,0.255,0.081
2457709.10457,bc,17.294,99.99,0.082,0.093
2457000.03653,bd,16.53,99.99,0.515,0.187
2457818.8361,bd,17.154,99.99,0.267,0.105
2456674.8616,bc,16.575,99.99,0.204,0.18
2457047.0357,bd,17.493,99.99,0.088,0.077
2457770.07393,bd,17.145,99.99,0.393,0.106
2457404.90322,bc,17.644,99.99,0.318,0.067
2457767.9742,bc,17.151,99.99,0.322,0.106
2457396.17274,bd,17.146,99.99,0.225,0.106
2457151.77453,bc,18.036,99.99,0.044,0.047
2457464.92004,bd,17.147,99.99,0.208,0.106
2458258.77995,bc,18.075,99.99,0.122,0.045
2457801.0517,bd,17.313,99.99,0.023,0.091
2458141.06455,bd,17.798,99.99,0.014,0.058
2457002.04036,bc,17.091,99.99,0.034,0.112
2457317.11681,bc,17.451,99.99,0.067,0.08
2457003.06389,bd,17.065,99.99,-0.201,0.115
2457130.85717,bc,17.911,99.99,0.24,0.053
2457072.90678,bd,17.427,99.99,0.029,0.082
2457850.95137,bd,16.977,99.99,0.06,0.124
2457479.81615,bd,17.404,99.99,-0.049,0.084
2457826.9887,bd,17.025,99.99,0.156,0.119
2456390.92406,ba,17.625,99.99,0.078,0.068
2457106.81025,bc,18.033,99.99,0.194,0.047
2457054.85558,bc,17.115,99.99,0.313,0.109
2457042.07406,bd,17.522,99.99,0.104,0.075
2457421.99748,bc,18.411,99.99,0.129,0.033
2458061.13195,bd,16.971,99.99,-0.038,0.125
2457775.09518,bc,17.883,99.99,0.21,0.054
2457037.01094,bd,17.284,99.99,0.347,0.094
2457167.74278,bd,17.272,99.99,-0.18,0.095
2457365.0721,bd,17.483,99.99,0.049,0.078
2457391.05969,bc,17.803,0.17688,0.29,0.047
2456785.82061,bd,17.065,99.99,0.41,0.114
2457545.79077,bd,17.35,99.99,0.361,0.088
2457477.77713,bc,17.941,0.17501,0.255,0.041
2457794.90936,bc,17.197,99.99,0.296,0.101
2457013.00811,bd,17.373,99.99,0.054,0.086
2457407.91979,bd,16.847,99.99,-0.025,0.14
2458160.00811,bd,17.706,99.99,0.001,0.063
2458135.0891,bd,17.624,99.99,0.148,0.068
2455971.99677,ba,18.002,99.99,-0.148,0.048
2457100.01445,bd,17.521,99.99,0.197,0.075
2456982.13651,bd,17.286,99.99,-0.194,0.093
2458185.02899,bd,17.243,99.99,0.351,0.097
2456304.07745,ba,17.8,99.99,0.027,0.058
2456736.97446,bd,16.853,99.99,0.434,0.139
2457763.912,bc,17.147,0.15758,0.531,0.077
2456967.09744,bc,17.236,99.99,0.021,0.098
2457100.86653,bc,17.993,99.99,0.231,0.049
2457408.88978,bc,17.021,99.99,0.454,0.119
2458403.14304,bc,16.853,99.99,0.22,0.139
2457030.96692,bd,16.648,99.99,-0.05,0.168
2457674.14172,bc,17.152,99.99,-0.079,0.106
2457008.07031,bd,17.319,99.99,0.384,0.091
2458435.13446,bc,18.123,99.99,0.056,0.043
2458417.11748,bc,17.171,99.99,0.245,0.104
2456802.80034,bd,17.42,99.99,0.137,0.083
2458183.94379,bd,16.649,99.99,0.11,0.168
2457757.96219,bd,17.209,99.99,-0.069,0.1
2456616.05001,bd,16.777,99.99,0.42,0.149
2456238.11296,ba,18.061,99.99,0.149,0.046
2456992.08194,bd,17.411,99.99,0.174,0.083
2457835.96789,bd,17.657,99.99,0.159,0.066
2457032.99257,bc,17.686,99.99,0.314,0.065
2457101.97941,bd,17.033,99.99,0.444,0.118
2457096.7241,bc,16.765,99.99,0.405,0.151
2457526.75784,bc,17.259,99.99,0.285,0.096
2456990.02892,bc,17.984,99.99,0.14,0.049
2457097.97183,bd,17.404,99.99,0.017,0.084
2456701.85441,bd,16.63,99.99,0.433,0.171
2457451.95654,bc,18.236,99.99,0.185,0.039
2456810.75782,bc,17.799,99.99,0.087,0.058
2457858.92682,bd,17.221,99.99,0.206,0.099
2457095.98789,bc,17.649,0.17623,0.335,0.054
2458179.95262,bd,16.541,99.99,-0.122,0.186
2457324.11144,bc,17.095,99.99,-0.449,0.111
2457477.78884,bd,17.496,99.99,0.174,0.077
2456355.8206,ba,18.222,99.99,0.109,0.039
2457901.79409,bd,17.172,99.99,-0.021,0.104
2458134.0847,bd,17.659,99.99,0.321,0.066
2457879.79741,bd,17.009,99.99,0.139,0.121
2457893.82467,bd,17.391,99.99,0.369,0.085
2458060.12841,bd,17.513,99.99,0.093,0.076
2457420.03808,bd,17.39,99.99,0.098,0.085
2456632.04722,bc,17.821,99.99,0.005,0.057
2457420.02689,bc,17.365,0.16832,0.434,0.067
2456457.74325,ba,15.727,99.99,0.092,0.393
2457096.76033,bd,17.239,99.99,0.166,0.098
2457043.99069,bd,17.34,99.99,0.257,0.089
2457150.80324,bd,17.349,99.99,0.032,0.088
2457720.05567,bc,18.073,0.17099,0.226,0.036
2456974.07362,bc,17.401,99.99,0.059,0.084
2458179.91909,bc,17.183,99.99,-0.145,0.103
2457747.16887,bc,17.788,99.99,0.069,0.059
2457360.09791,bc,17.957,99.99,0.099,0.05
2457476.89916,bc,17.692,0.17669,0.321,0.052
2457452.8644,bd,17.535,99.99,0.116,0.074
2458209.84572,bc,17.203,99.99,0.246,0.101
2457396.91892,bc,18.172,99.99,0.135,0.041
2457898.80599,bd,17.489,99.99,-0.039,0.078
2456787.7902,bc,17.616,99.99,0.111,0.069
2457039.01999,bd,17.52,99.99,0.242,0.075
2456684.06755,bd,17.418,99.99,0.291,0.083
2457035.01503,bd,16.965,99.99,0.325,0.126
2458207.84003,bc,17.217,99.99,0.046,0.1
2456971.08815,bc,17.038,0.15113,0.587,0.082
2456983.12325,bd,17.345,99.99,0.075,0.089
2457379.98301,bc,17.151,99.99,0.23,0.106
2457460.95057,bc,18.35,99.99,0.16,0.035
2457334.10179,bc,18.016,0.17299,0.239,0.038
2458101.10063,bd,17.658,99.99,0.238,0.066
2457514.79106,bd,17.368,99.99,0.238,0.087
2457854.76471,bd,16.843,99.99,0.351,0.141
2457855.89102,bc,17.561,99.99,0.172,0.073
2458183.89305,bc,17.851,99.99,0.266,0.056
2457462.75572,bd,17.361,99.99,0.009,0.087
2457438.9765,bd,16.853,99.99,0.295,0.139
2456797.8004,bd,17.221,99.99,0.156,0.099
2457308.1419,bc,17.286,99.99,-0.03,0.093
2458136.08953,bd,17.615,99.99,0.036,0.069
2457388.03965,bc,17.679,99.99,-0.045,0.065
2457690.11158,bc,17.552,0.17444,0.366,0.059
2456406.82255,ba,17.235,99.99,-0.04,0.098
2457160.78587,bd,17.467,99.99,0.065,0.079
2457109.84363,bc,17.743,99.99,-0.006,0.061
2457447.8477,bd,17.463,99.99,0.231,0.079
2457811.81608,bd,17.41,99.99,-0.073,0.083
2456729.73622,bc,17.311,99.99,0.253,0.091
2456311.06327,ba,18.469,99.99,-0.071,0.031
2457509.86055,bd,17.499,99.99,0.131,0.077
2457436.84126,bd,16.862,99.99,0.624,0.138
2458194.9933,bd,17.363,99.99,0.256,0.087
2456369.80301,ba,18.154,99.99,0.205,0.042
2457113.88774,bd,16.932,99.99,0.215,0.129
2457450.97914,bd,17.468,99.99,0.254,0.079
2456328.01351,ba,18.698,99.99,0.06,0.025
2458075.13018,bd,17.613,99.99,0.07,0.069
2457407.08567,bd,17.701,99.99,0.087,0.064
2457423.9089,bc,17.94,99.99,0.094,0.051
2457379.99391,bd,16.616,99.99,-0.175,0.173
2457163.82043,bd,17.428,99.99,0.029,0.082
2456677.86097,bc,17.269,99.99,0.025,0.095
2457118.80859,bd,16.861,99.99,-0.04,0.138
2457492.82646,bd,17.085,99.99,0.2,0.112
2457447.96714,bc,17.844,99.99,0.134,0.056
2458260.77072,bc,17.699,99.99,0.092,0.064
2457133.83236,bc,17.989,99.99,0.18,0.049
2457061.95138,bc,17.602,99.99,0.343,0.07
2457793.8634,bd,16.832,99.99,0.112,0.142
2457078.84288,bd,17.058,99.99,0.048,0.115
2456938.13658,bc,17.116,99.99,0.408,0.109
2457357.07089,bc,17.524,99.99,0.155,0.075
2457062.10354,bd,16.945,99.99,0.31,0.128
2457040.9822,bc,17.983,99.99,0.085,0.049
2456987.06996,bc,17.94,99.99,0.154,0.051
2456740.74579,bc,17.97,0.17432,0.249,0.04
2457713.13075,bc,17.687,99.99,0.132,0.065
2456637.99866,bc,17.958,99.99,0.069,0.05
2457772.0619,bc,17.432,99.99,0.264,0.082
2456800.79131,bd,17.279,99.99,-0.124,0.094
2457119.924,bc,17.288,99.99,0.165,0.093
2456676.98143,bd,17.055,99.99,0.214,0.116
2457131.90758,bd,17.239,99.99,0.216,0.098
2458132.12548,bd,17.741,99.99,0.173,0.061
2456752.77951,bd,17.509,99.99,-0.143,0.076
2457850.89479,bc,17.568,99.99,0.159,0.072
2457918.74963,bd,17.174,99.99,0.414,0.104
2457111.88847,bd,16.842,99.99,0.299,0.141
2457699.11636,bd,17.147,99.99,0.164,0.106
2456798.77652,bc,18.335,99.99,0.083,0.036
2457373.11041,bd,17.515,99.99,0.298,0.076
2456744.74169,bc,17.99,99.99,0.059,0.049
2457504.7447,bd,17.443,99.99,0.162,0.081
2457502.7973,bc,17.483,99.99,-0.081,0.078
2457389.00531,bd,17.278,99.99,0.114,0.094
2457065.95294,bc,17.98,99.99,-0.024,0.049
2457167.76498,bc,17.913,99.99,0.059,0.052
2458257.74399,bc,17.247,99.99,-0.023,0.097
2457495.90697,bd,16.757,99.99,0.411,0.152
2457103.91811,bc,18.031,99.99,0.134,0.047
2456656.89548,bc,17.804,99.99,0.208,0.058
2457133.82451,bd,17.617,99.99,0.291,0.069
2457442.9741,bd,16.863,99.99,-0.048,0.138
2456984.03562,bc,17.814,99.99,0.112,0.057
2457848.80228,bd,17.084,99.99,0.263,0.113
2458450.06804,bc,17.314,0.16611,0.455,0.07
2456817.76587,bd,16.934,99.99,0.592,0.129
2457454.95341,bd,17.503,99.99,0.37,0.077
2457399.00293,bc,18.237,99.99,0.14,0.039
2457798.02357,bd,17.092,99.99,0.217,0.112
2457865.87854,bc,18.181,99.99,0.195,0.041
2457802.99885,bd,17.227,99.99,0.043,0.099
2456801.77224,bc,17.827,99.99,0.12,0.057
2457443.96232,bc,17.43,99.99,0.399,0.082
2457885.81018,bc,17.417,99.99,0.234,0.083
2457137.76285,bc,17.668,99.99,0.063,0.066
2456994.06226,bd,16.729,99.99,0.4,0.156
2457476.90803,bd,17.164,99.99,0.273,0.105
2456638.98936,bc,16.95,99.99,0.004,0.127
2457083.91502,bc,17.004,99.99,-0.258,0.121
2457882.80622,bd,17.002,99.99,0.058,0.121
2457761.91884,bc,17.55,99.99,0.134,0.073
2457183.76767,bd,17.181,99.99,0.099,0.103
2457863.89004,bd,17.567,99.99,0.252,0.072
2457418.03375,bc,17.77,0.17697,0.299,0.049
2456991.05359,bc,17.584,99.99,0.16,0.071
2456439.7695,ba,18.178,99.99,0.077,0.041
2457823.95828,bd,16.857,99.99,0.534,0.139
2457483.83541,bc,17.962,0.17452,0.251,0.04
2457362.06811,bc,17.762,99.99,0.162,0.06
2457159.7881,bc,17.78,0.17696,0.297,0.048
2457405.92626,bd,17.12,99.99,0.133,0.109
2458117.98015,bd,17.133,99.99,0.24,0.108
2457845.75131,bd,17.568,99.99,0.139,0.072
2457774.07184,bc,17.967,99.99,0.175,0.05
2457720.09667,bd,17.566,99.99,-0.053,0.072
2457002.04267,bd,16.883,99.99,0.441,0.135
2456771.82685,bc,17.791,99.99,0.124,0.059
2457037.00849,bc,18.043,99.99,0.114,0.047
2457786.91439,bc,17.895,0.1759,0.267,0.043
2457675.13742,bc,17.594,99.99,0.087,0.07
2457695.12829,bd,17.384,99.99,0.1,0.085
2457765.96599,bd,16.681,99.99,0.682,0.163
2456598.10338,bc,16.9,99.99,-0.16,0.133
2457018.05147,bd,17.488,99.99,-0.084,0.078
2457837.94647,bd,17.543,99.99,0.23,0.074
2456675.87818,bd,16.596,99.99,0.292,0.176
2457396.9673,bd,17.589,99.99,0.141,0.071
2456348.9284,ba,16.839,99.99,0.099,0.141
2456242.15043,ba,17.698,99.99,-0.275,0.064
2457365.06881,bc,17.651,0.17625,0.334,0.054
2457868.74452,bd,17.556,99.99,0.017,0.073
2457889.78112,bd,17.497,99.99,0.098,0.077
2457761.94866,bd,17.211,99.99,-0.04,0.1
2457500.87768,bd,16.507,99.99,0.103,0.191
2457869.74437,bc,18.093,99.99,0.148,0.044
2456819.76297,bd,16.864,99.99,-0.025,0.138
2457706.07051,bc,17.323,99.99,0.017,0.09
2458057.14387,bd,17.16,99.99,0.002,0.105
2457492.82989,bc,17.666,99.99,0.311,0.066
2457746.15495,bc,17.552,0.17444,0.366,0.059
2457383.992,bd,16.701,99.99,0.065,0.16
2457362.11311,bd,17.502,99.99,0.035,0.077
2456984.06571,bd,17.269,99.99,0.075,0.095
2457909.74779,bd,16.795,99.99,0.337,0.147
2457049.85757,bc,17.516,99.99,0.047,0.076
2456979.08518,bc,17.739,99.99,0.248,0.062
2458064.15479,bd,16.02,99.99,0.204,0.3
2457080.82054,bd,17.292,99.99,0.11,0.093
2456800.77447,bc,17.741,0.17695,0.307,0.05
2457495.84145,bc,17.585,99.99,0.305,0.071
2457053.98463,bd,16.742,99.99,0.576,0.154
2457454.77326,bc,18.193,99.99,0.089,0.041
2456618.99807,bc,16.681,99.99,-1.34,0.163
2457023.96854,bd,16.824,99.99,-0.374,0.143
2455997.92449,ba,17.323,99.99,0.13,0.09
2458232.82539,bc,17.873,99.99,0.127,0.054
2457343.06922,bc,17.731,99.99,0.286,0.062
2458113.03872,bc,17.959,0.17459,0.251,0.04
2457343.10466,bd,17.241,99.99,0.392,0.097
2457508.8298,bc,17.709,0.17681,0.316,0.051
2458062.12794,bd,16.765,99.99,0.405,0.151
2457350.11142,bd,17.387,99.99,0.133,0.085
2457179.75866,bd,17.338,99.99,0.096,0.089
2457709.14247,bd,16.742,99.99,-0.164,0.154
2457773.0637,bc,17.524,0.17373,0.375,0.06
2457757.07176,bc,18.192,0.16552,0.203,0.031
2457745.16941,bd,17.248,99.99,0.005,0.097
2456752.73511,bc,17.663,99.99,0.312,0.066
2457458.81421,bc,17.904,0.17574,0.264,0.043
2457032.0105,bd,16.916,99.99,0.156,0.131
2457178.74463,bc,17.292,99.99,0.089,0.093
2457005.06777,bd,17.088,99.99,0.366,0.112
2457144.85373,bc,17.264,99.99,-0.171,0.095
2457148.81328,bc,17.25,99.99,-0.039,0.097
2457121.95027,bd,16.899,99.99,-0.112,0.133
2457440.92373,bd,16.394,99.99,-0.099,0.212
2457798.99782,bc,17.773,99.99,0.295,0.06
2457489.80254,bd,17.336,99.99,0.282,0.089
2457878.81271,bd,17.156,99.99,0.254,0.105
2457803.05614,bc,18.098,99.99,0.213,0.044
2456624.99309,bc,17.981,99.99,0.008,0.049
2457030.9645,bc,17.085,99.99,-0.138,0.112
2458248.74411,bc,17.811,0.17683,0.288,0.047
2457752.12931,bd,17.713,99.99,0.1,0.063
2456994.05017,bc,17.782,99.99,0.012,0.059
2457481.8648,bd,17.519,99.99,0.243,0.075
2456619.03386,bd,17.034,99.99,0.316,0.118
2457402.00816,bc,18.347,0.15592,0.176,0.025
2458162.01628,bd,17.661,99.99,0.328,0.066
2457021.04152,bd,17.418,99.99,0.386,0.083
2456968.11854,bd,15.801,99.99,0.532,0.367
2456809.75432,bc,17.896,99.99,0.022,0.053
2458065.15129,bd,16.636,99.99,0.282,0.17
2457125.85726,bc,18.045,99.99,0.177,0.046
2457542.77749,bd,17.223,99.99,-0.135,0.099
2457751.08768,bc,17.374,0.16868,0.431,0.067
2458095.0571,bd,17.145,99.99,0.324,0.106
2456802.76945,bc,18.098,99.99,0.168,0.044
2457113.79323,bc,17.346,99.99,0.319,0.088
2458056.14503,bd,17.298,99.99,0.001,0.092
2457839.98402,bd,17.644,99.99,0.233,0.067
2457446.93293,bd,17.214,99.99,0.331,0.1
2457033.01195,bd,17.093,99.99,0.513,0.112
2457402.93982,bd,17.618,99.99,0.34,0.069
2457511.83073,bd,17.476,99.99,0.108,0.078
2458125.14078,bd,17.211,99.99,0.321,0.1
2457469.80104,bd,16.885,99.99,0.198,0.135
2457528.78187,bd,16.732,99.99,0.327,0.156
2457502.82817,bd,16.914,99.99,0.397,0.132
2457052.96634,bc,17.639,99.99,0.169,0.068
2456606.09344,bc,17.119,99.99,-0.065,0.109
2457035.99959,bc,17.84,99.99,0.021,0.056
2457763.14621,bc,18.282,0.16027,0.187,0.028
2457382.11918,bc,17.146,99.99,0.294,0.106
2456804.77512,bc,17.942,99.99,0.143,0.051
2457098.86004,bc,17.756,0.17698,0.303,0.049
2456810.783,bd,17.514,99.99,0.152,0.076
2456309.07147,ba,18.368,99.99,-0.168,0.034
2457406.0589,bc,18.22,0.16398,0.198,0.03
2458118.12498,bc,17.763,0.17698,0.301,0.049
2458452.05747,bc,18.111,99.99,0.197,0.044
2458054.15117,bd,16.431,99.99,0.233,0.205
2457020.94394,bc,17.639,99.99,0.164,0.067
2456962.10515,bc,17.842,99.99,0.159,0.056
2457335.12724,bd,17.468,99.99,0.208,0.079
2458409.12833,bc,18.026,99.99,0.16,0.047
2457784.01883,bc,17.766,0.17698,0.3,0.049
2458206.82545,bc,17.177,99.99,0.101,0.103
2457080.84096,bc,17.157,99.99,-0.008,0.105
2458055.1414,bd,17.456,99.99,0.183,0.08
2457884.82544,bd,16.921,99.99,0.331,0.131
2457050.00576,bd,17.621,99.99,-0.001,0.069
2457329.11785,bc,17.635,99.99,0.312,0.068
2457144.86389,bd,16.847,99.99,-0.156,0.14
2458139.07924,bd,17.723,99.99,0.098,0.062
2457758.95873,bd,17.528,99.99,0.196,0.075
2458091.05082,bd,16.782,99.99,0.042,0.149
2458080.08105,bd,17.66,99.99,0.267,0.066
2457099.72415,bc,16.539,99.99,0.845,0.186
2456701.77673,bc,16.679,99.99,0.31,0.163
2457412.90685,bc,17.108,99.99,0.122,0.11
2457038.99287,bc,18.133,99.99,0.126,0.043
2456385.91626,ba,18.02,99.99,0.035,0.048
2457418.07511,bd,17.407,99.99,0.234,0.084
2456979.10517,bd,17.532,99.99,-0.005,0.075
2457876.8058,bc,17.947,99.99,0.225,0.051
2457031.99953,bc,17.39,99.99,0.201,0.085
2457019.13911,bd,16.908,99.99,0.476,0.132
2457388.04645,bd,17.204,99.99,0.093,0.101
2456962.1264,bd,17.398,99.99,0.122,0.084
