hjd,camera,mag,mag_err,flux,flux_err
2457402.82147,be,17.928,99.99,-0.086,0.052
2458159.93959,ba,18.197,99.99,0.092,0.04
2457112.65708,be,17.253,99.99,0.313,0.096
2457013.75681,be,16.949,0.14548,0.638,0.085
2457438.60003,be,17.17,99.99,0.143,0.104
2458070.84904,be,17.588,99.99,-0.038,0.071
2457849.78069,ba,17.257,99.99,0.272,0.096
2458149.80095,be,16.62,99.99,0.146,0.173
2456976.78874,be,17.335,99.99,0.245,0.089
2457405.68419,be,17.723,99.99,0.182,0.062
2457032.98308,ba,17.323,99.99,0.166,0.09
2457079.66998,be,17.644,99.99,0.204,0.067
2457106.83378,ba,18.084,99.99,0.217,0.045
2456993.77974,be,17.511,99.99,0.168,0.076
2456975.78481,be,17.024,0.15026,0.595,0.082
2457451.66106,be,18.13,99.99,0.062,0.043
2457787.69029,be,17.678,99.99,0.02,0.065
2457458.78857,be,17.198,99.99,0.172,0.101
2457799.94525,ba,17.021,99.99,0.298,0.119
2456675.89467,ba,16.624,99.99,0.672,0.172
2457914.53811,be,17.064,99.99,-0.141,0.115
2457064.83083,be,17.557,99.99,0.271,0.073
2458143.75083,be,17.517,99.99,0.208,0.076
2458068.14536,ba,17.093,99.99,-0.059,0.112
2457824.63936,be,16.324,99.99,-0.322,0.227
2457338.82828,be,17.883,99.99,0.101,0.054
2457055.96109,ba,16.769,99.99,0.593,0.15
2458127.77968,be,17.635,99.99,0.016,0.068
2457051.67312,be,17.676,99.99,0.135,0.065
2457062.95478,ba,16.969,99.99,0.34,0.125
2458195.53035,be,17.883,99.99,0.214,0.054
2457021.76424,be,17.414,0.17023,0.415,0.065
2457000.77878,be,17.176,99.99,0.382,0.103
2457673.88123,be,16.961,99.99,0.391,0.126
2457395.77222,be,17.882,99.99,0.025,0.054
2458303.46289,be,17.805,99.99,0.282,0.058
2457153.61482,be,17.461,0.17187,0.398,0.063
2457477.66498,be,17.581,99.99,-0.136,0.071
2457714.81674,be,17.278,0.16443,0.471,0.071
2456681.91598,ba,18.027,99.99,0.054,0.047
2458137.78661,be,18.04,99.99,0.21,0.047
2457781.98793,ba,17.917,99.99,-0.046,0.052
2457156.52627,be,17.431,0.17085,0.409,0.064
2457381.08605,ba,16.911,99.99,-0.116,0.132
2458082.82653,be,17.799,99.99,0.138,0.058
2457092.75518,be,17.459,0.1718,0.398,0.063
2457686.87693,be,15.9,99.99,0.459,0.335
2457348.79815,be,17.926,99.99,0.109,0.052
2457774.71326,be,17.855,99.99,0.208,0.055
2457332.84779,be,17.851,99.99,0.005,0.056
2457903.51276,be,17.803,99.99,-0.026,0.058
2458121.02175,ba,16.727,99.99,0.363,0.156
2457717.79298,be,17.128,0.1565,0.54,0.078
2456972.79491,be,16.965,0.14651,0.628,0.085
2458103.7613,be,17.894,99.99,0.253,0.053
2457437.79007,be,17.497,99.99,0.159,0.077
2458052.87636,be,15.747,99.99,0.35,0.386
2457937.46278,be,17.49,99.99,-0.125,0.077
2457110.74804,be,17.487,99.99,0.351,0.078
2457312.87975,be,16.602,99.99,-0.038,0.175
2457373.73445,be,18.043,99.99,0.028,0.047
2456966.81266,be,16.742,99.99,0.175,0.154
2457575.45579,be,16.807,99.99,0.292,0.145
2457404.82504,be,17.851,99.99,0.087,0.056
2457844.81005,ba,17.763,99.99,0.025,0.06
2458091.81088,be,17.102,99.99,-0.068,0.111
2457471.61623,be,17.149,99.99,0.487,0.106
2457691.84905,be,18.038,0.17227,0.234,0.037
2457095.75161,be,17.462,99.99,0.346,0.079
2458263.55767,be,17.105,99.99,0.218,0.11
2457817.63157,be,17.74,99.99,0.136,0.062
2457858.56792,be,17.499,99.99,0.351,0.077
2456969.80549,be,16.958,0.14606,0.632,0.085
2457550.52623,be,17.766,99.99,0.272,0.06
2458075.82884,be,17.741,99.99,0.213,0.061
2457546.44591,be,17.465,99.99,-0.093,0.079
2457840.60414,be,17.582,99.99,-0.036,0.071
2457523.59914,be,17.401,99.99,0.007,0.084
2457447.8277,be,17.843,99.99,0.223,0.056
2456967.81109,be,16.875,99.99,0.256,0.136
2457114.7183,be,17.005,99.99,0.163,0.121
2457069.69365,be,17.661,0.17638,0.331,0.054
2457415.7269,be,17.391,99.99,0.144,0.085
2456797.76601,ba,17.879,99.99,0.015,0.054
2457742.78711,be,17.843,99.99,0.196,0.056
2457044.73745,be,18.055,99.99,0.229,0.046
2456845.46245,be,17.424,99.99,0.361,0.082
2458153.6132,be,17.228,99.99,0.254,0.099
2457490.74717,ba,17.749,99.99,-0.072,0.061
2457376.74927,be,17.67,99.99,-0.001,0.066
2457827.86904,ba,17.094,99.99,0.336,0.111
2457689.85169,be,17.901,99.99,0.248,0.053
2457398.83363,be,17.729,99.99,0.023,0.062
2457767.79159,be,17.124,99.99,-0.147,0.109
2457867.67993,be,17.353,0.16782,0.439,0.068
2457460.6995,be,17.914,99.99,0.25,0.052
2457132.74163,ba,18.058,99.99,-0.083,0.046
2457765.99162,ba,16.691,99.99,0.123,0.162
2457700.82167,be,17.371,0.16856,0.432,0.067
2457425.79765,be,17.655,99.99,0.168,0.066
2457828.56095,be,17.78,99.99,0.293,0.059
2457761.79586,be,17.421,99.99,0.313,0.083
2457870.58176,be,17.371,0.16856,0.432,0.067
2457834.8459,ba,17.963,99.99,0.247,0.05
2457845.70231,be,17.364,99.99,0.03,0.087
2456984.78486,be,17.774,0.17697,0.298,0.049
2457433.64601,be,17.859,99.99,0.081,0.055
2457184.53069,be,17.697,99.99,0.21,0.064
2457445.67443,be,17.705,99.99,-0.009,0.064
2457911.4754,be,17.446,99.99,0.015,0.081
2458097.75387,be,17.561,99.99,0.01,0.073
2457800.61945,be,17.735,99.99,0.174,0.062
2458140.77419,be,17.913,99.99,0.064,0.052
2458180.78763,be,16.494,99.99,0.293,0.194
2456983.14667,ba,17.811,99.99,0.252,0.058
2457420.79241,be,17.97,99.99,0.025,0.05
2458144.73112,be,17.744,99.99,0.258,0.061
2457205.46787,be,16.78,99.99,0.668,0.149
2457466.80495,ba,16.992,99.99,-0.131,0.122
2457379.75669,be,17.399,99.99,0.176,0.084
2457436.81815,be,17.991,99.99,0.172,0.049
2457408.81253,be,17.414,99.99,0.143,0.083
2457806.74952,be,17.873,99.99,0.252,0.054
2458157.73661,be,17.619,99.99,0.047,0.069
2457916.53297,be,17.572,99.99,0.144,0.072
2458141.76613,be,17.877,99.99,0.147,0.054
2457322.86643,be,16.571,99.99,0.372,0.18
2458124.82138,be,17.274,99.99,0.108,0.094
2457162.48408,be,17.504,99.99,0.377,0.076
2456983.76172,be,17.38,99.99,0.409,0.086
2457370.81342,be,17.81,99.99,0.075,0.058
2457428.83359,be,17.934,99.99,-0.052,0.051
2457682.86699,be,17.082,99.99,0.376,0.113
2457856.67262,be,17.308,99.99,0.45,0.092
2456996.77509,be,16.97,99.99,0.255,0.125
2457687.86214,be,17.46,99.99,0.244,0.08
2457065.85959,be,17.515,0.17349,0.378,0.06
2457803.91265,ba,17.998,99.99,0.201,0.048
2458037.88411,be,15.884,99.99,-0.152,0.34
2458056.85261,be,17.551,99.99,0.27,0.073
2457188.50397,be,17.661,99.99,0.143,0.066
2457883.63245,be,16.651,99.99,-0.594,0.168
2457422.81764,be,17.921,99.99,0.183,0.052
2457889.54039,be,17.882,99.99,0.109,0.054
2457010.77094,be,17.304,0.16566,0.46,0.07
2458044.86484,be,17.369,99.99,0.122,0.087
2457557.50469,be,17.211,99.99,0.013,0.1
2458224.67367,be,17.569,99.99,0.174,0.072
2457334.82526,be,17.847,99.99,0.242,0.056
2457121.71434,be,17.435,99.99,0.345,0.081
2458139.78612,be,17.841,99.99,0.11,0.056
2457813.58898,be,17.974,99.99,0.109,0.05
2458138.78234,be,17.935,99.99,0.098,0.051
2457453.65217,be,17.796,99.99,-0.076,0.058
2457747.77746,be,17.789,0.17693,0.294,0.048
2457778.98255,ba,18.119,99.99,0.182,0.043
2457821.80668,be,16.767,99.99,0.017,0.151
2457180.48172,be,17.699,99.99,0.048,0.064
2457389.75301,be,17.495,99.99,0.265,0.077
2457798.74139,be,16.373,99.99,-0.051,0.217
2457802.76861,be,17.884,99.99,0.191,0.054
2458069.85221,be,17.35,99.99,0.025,0.088
2457910.53828,be,17.253,99.99,0.385,0.096
2457403.6477,be,18.109,99.99,0.134,0.044
2457905.56521,be,17.707,99.99,0.144,0.063
2457361.82335,be,17.064,99.99,0.153,0.115
2456798.74793,ba,17.408,99.99,0.21,0.084
2458134.78318,be,17.804,99.99,0.174,0.058
2457384.71286,be,16.924,99.99,-0.243,0.13
2456959.82691,be,17.544,99.99,-0.011,0.074
2458228.63508,be,17.12,99.99,0.324,0.109
2456943.86836,be,16.984,99.99,0.089,0.123
2457719.77673,be,17.106,99.99,0.356,0.11
2456641.98164,ba,16.81,99.99,0.618,0.145
2457793.92504,ba,16.9,99.99,0.022,0.133
2457148.62068,be,17.343,99.99,0.046,0.089
2457435.70403,be,17.679,99.99,-0.117,0.065
2457836.69021,be,17.88,99.99,0.186,0.054
2457784.97746,ba,17.958,99.99,-0.147,0.05
2457942.44822,be,16.562,99.99,0.279,0.182
2457933.46516,be,17.724,99.99,0.068,0.062
2457822.62784,be,17.213,99.99,0.303,0.1
2457124.70774,be,17.874,0.17621,0.272,0.044
2457411.00411,ba,16.785,99.99,-0.107,0.148
2457880.54206,be,17.087,99.99,0.212,0.112
2458099.7821,be,17.653,99.99,-0.026,0.067
2457706.83847,be,17.082,99.99,0.516,0.113
2457751.69933,be,17.439,0.17113,0.406,0.064
2458235.66687,be,16.099,99.99,-0.154,0.279
2457129.69938,be,17.686,99.99,0.029,0.065
2457847.73025,be,17.816,99.99,0.059,0.057
2457037.75465,be,17.608,99.99,0.297,0.069
2456835.45924,be,17.798,99.99,0.269,0.058
2458306.45579,be,17.808,99.99,0.13,0.058
2457363.83106,be,17.71,99.99,0.038,0.063
2457197.48633,be,17.54,0.17414,0.37,0.059
2457448.76311,be,17.896,99.99,0.085,0.053
2457440.7955,be,16.88,99.99,0.509,0.136
2457355.78375,be,17.117,99.99,-0.008,0.109
2457166.55191,be,17.827,0.17672,0.284,0.046
2457063.64764,be,17.545,99.99,0.32,0.074
2457434.69826,be,17.685,99.99,0.046,0.065
2458158.6182,be,17.75,99.99,-0.016,0.061
2458039.88134,be,16.286,99.99,-0.036,0.235
2457494.76319,ba,17.404,99.99,0.008,0.084
2457083.6671,be,17.164,99.99,0.04,0.105
2457485.71554,be,17.912,99.99,0.157,0.052
2457887.61473,be,17.299,99.99,-0.044,0.092
2457416.61073,be,17.499,99.99,-0.104,0.077
2458133.78323,be,17.707,99.99,0.231,0.063
2456790.75136,ba,16.811,99.99,0.315,0.145
2457853.6297,be,16.808,99.99,-0.148,0.145
2456982.12903,ba,17.621,99.99,0.229,0.069
2457407.80889,be,18.061,99.99,0.187,0.046
2457722.78114,be,16.864,0.13984,0.689,0.089
2457773.73711,be,17.651,0.17625,0.334,0.054
2457567.47778,be,17.887,99.99,-0.024,0.054
2457796.66918,be,16.843,99.99,0.126,0.14
2457754.714,be,17.75,0.17697,0.305,0.05
2457049.72364,be,17.143,0.15735,0.533,0.077
2457397.67043,be,17.561,99.99,0.035,0.073
2456961.83233,be,17.379,0.16888,0.429,0.067
2458068.86299,be,16.483,99.99,0.353,0.196
2457795.86437,be,16.736,99.99,0.246,0.155
2458244.46098,be,17.506,99.99,0.304,0.076
2457136.56923,be,18.121,99.99,0.199,0.043
2457145.65685,be,16.867,99.99,0.039,0.137
2457159.51016,be,17.853,99.99,0.275,0.055
2457475.69816,be,17.534,99.99,0.066,0.074
2457772.01331,ba,17.391,99.99,0.189,0.085
2458145.71143,be,17.493,0.17286,0.386,0.061
2457409.77076,be,17.299,99.99,0.136,0.092
2457380.84864,be,17.102,99.99,0.15,0.111
2458126.78775,be,17.402,99.99,-0.185,0.084
2457924.50707,be,17.89,99.99,0.013,0.054
2457090.74981,be,17.336,99.99,0.312,0.089
2458125.79517,be,17.082,99.99,-0.169,0.113
2458136.79442,be,17.684,99.99,0.02,0.065
2456968.8074,be,16.577,99.99,-0.114,0.18
2458171.5271,be,17.276,99.99,0.026,0.094
2458223.59842,be,17.566,99.99,0.265,0.072
2457745.80258,be,17.498,0.17301,0.384,0.061
2457873.5683,be,17.466,0.17203,0.396,0.063
2457088.81187,be,16.503,99.99,0.455,0.192
2457442.8136,be,16.686,99.99,-0.334,0.162
2458040.87407,be,16.953,99.99,0.282,0.127
2457387.78683,be,17.475,99.99,0.261,0.079
2458202.67659,be,17.725,99.99,0.069,0.062
2458135.78295,be,17.677,99.99,0.154,0.065
2458206.75655,be,16.702,99.99,0.019,0.16
